Sebastian Rudolph,tu-dresden.de,Technische Universität Dresden,Markus Krötzsch##Pascal Hitzler##Darko Anicic##Paul Fodor##Philipp Cimiano##Thanh Tran##York Sure-Vetter##Birte Glimm##Michaël Thomazo##Rudi Studer##Bijan Parsia##Peter F. Patel-Schneider##Mantas Šimkus##Marie-Laure Mugnier##Denny Vrandečić##Anees Mehdi##Lukas Schweizer##Sarah Gaggl##Magdalena Ortiz##Aparna Saisree Thuluva,formal_concept_analysis##database_theory##knowledge_representation_and_reasoning##semantic_web##computational_logic
Bing Zhou,shsu.edu,Sam Houston State University,Yiyu Yao (Y.Y. Yao 姚一豫)##Xiuyi Jia##Qingzhong Liu##Xiaohong Zhang##Hong Yu##Hyuk Cho##Lei Chen##Adam Mansfield,soft_computing##cyber_forensics##cyber_security##data_mining
Avijit Vajpayee,amazon.com,Amazon,Manish Shrivastava##Syed Sarfaraz Akhtar##Debanjan Ghosh,computer_vision##multi_modal_processing##information_retrieval##natural_language_processing
Tom Chau,hollandbloorview.ca,nan,Ervin Sejdic##Catriona M. Steele##Azadeh Kushki##Tiago H. Falk##Stefanie Blain-Moraes##Joon Lee##Timothy Zeyl##evdokia anagnostou##Khondaker A. Mamun##Jorge Torres-Solis##Scott J. Young##Alex Mihailidis##Brian Leung##ERWEI YIN##Sabine Weyand##Sonja M Molfenter##sylvain moreno##Sotirios Damouras##Kaori Takehara-Nishiuchi##Gillian King,childhood_disability
Prof. J. Andrew McCammon,ucsd.edu,University of California San Diego,Yinglong Miao##Nathan Baker##Michael K Gilson##Rommie E. Amaro##Donald Hamelberg##Giulia Palermo,theoretical_and_computational_molecular_biophysics
Neil Charness,psy.fsu.edu,Florida State University,Wendy A. Rogers##Walter R. Boot##K Anders Ericsson##Ralf Krampe##Cary Stothart##Marc Pomplun##Christopher Hertzog##Ainsley Mitchum##Michael Champion##Paul J. Feltovich,expertise##aging_and_technology_use##cognition##human_factors_approaches_to_driver_and_pedestrian_safety
Leonardo Marques Rocha,liv.ic.unicamp.br,nan,Falcao A.X.##Fábio Cappabianco##Paulo A. V. Miranda##Felipe P. G. Bergo##J.K.Udupa##Roberto A. Lotufo##Alexandre Gonçalves Silva##João Paulo Papa,medical_imaging##visualization##data_clustering##image_processing##pattern_recognition
Peter O'Hearn,ucl.ac.uk,University College London,Hongseok Yang##Josh Berdine##Dino Distefano##Byron Cook##Richard Bornat##Uday Reddy##John Power##Hayo Thielecke##Matthew J. Parkinson##Jon Riecke##Nikos Gorogiannis##Eran Yahav##Martin Vechev##Ian Wehrman,theory##verification##programming_languages##program_analysis
Jack H. Lutz,cs.iastate.edu,Iowa State University,Elvira Mayordomo##David Juedes##John Hitchcock##Scott Summers##David Doty##Matthew Patitz##Robyn Lutz##Titus H. Klinge##Damien Woods##Lance Fortnow##Divita Mathur##Robert Schweller,algorithmic_information_and_randomness##computational_complexity##molecular_programming
Peter Schneider-Kamp,imada.sdu.dk,University of Southern Denmark,nan,artificial_intelligence##programming_languages##software_verification##declarative_programming##automated_reasoning
Domenico Sicignano,unizar.es,Universidad de Zaragoza,Danilo Tardioli##Luis Riazuelo##Luis Montano##Francisco Lera,ad_hoc_networks##robotic_communication##qos
Yiwei Wang,scarletmail.rutgers.edu,Rutgers University,Chirag Shah##Jiqun LIU,information_seeking_in_context##health_information_seeking_behavior##task_based_information_seeking
João Paulo Papa,fc.unesp.br,nan,Falcao A.X.##Gustavo Henrique de Rosa##Kelton Augusto Pontara da Costa##Danillo Roberto Pereira##Rodrigo Yuji Mizobe Nakamura##Luís A. M. Pereira##João Manuel R. S. Tavares##Xin-She Yang (DPhil)##Clayton Reginaldo Pereira##Aparecido Nilceu Marana##Leandro Passos##Luis Claudio Sugi Afonso##Silke Anna Theresa Weber##Christoph Palm##Ricardo da Silva Torres##Luis Antonio de Souza Júnior##Gustavo Carneiro##Giovani Chiachia##Rodrigo José Pisani##Jacinto C. Nascimento,artificial_intelligence##image_processing##pattern_recognition
Yi Zeng,ia.ac.cn,Institute of Automation Chinese Academy of Sciences,feifei zhao##Yuxuan Zhao##Sean S O hEigeartaigh##Jess Whittlestone##Yang Liu,ai_ethics_and_governance##brain_inspired_neural_networks##brain_inspired_artificial_intelligence
Tingting Zhu,eng.ox.ac.uk,University of Oxford,David A. Clifton##Gari Clifford##Ilias Tachtsidis##Girmaw Abebe Tadesse##Julien Oster##Reza Sameni##C Louise Thwaites##Raymond Bond##Dewar Finlay##Roi Cohen Kadosh##Ikaro Silva##Alistair Johnson##Tasos Papastylianou##Mauro Santos##Carlos Arteta##Maxim Osipov##Stephen Roberts##Mohammad Ali Maraci,artificial_intelligence##sensor_fusion##health_informatics##time_series_analysis##clustering
Rob Procter,warwick.ac.uk,University of Warwick,Alexander Voss##Mark Rouncefield##Robin A Williams##Maria Liakata##Arkaitz Zubiaga##Meik Poschen##Joe Wherton##Trisha Greenhalgh##Adam Edwards##Kalina Bontcheva##William Housley##Peter Tolmie##Kai Jakobs##Josip Car##brian mckinstry##Claudia Pagliari##Omer Rana##Aziz Sheikh##Azeem Majeed##Kathrin Cresswell,e_research##participatory_design##health_informatics##cscw##social_informatics
Michael Vierhauser,jku.at,Johannes Kepler University Linz,Paul Grünbacher##Rick Rabiser##Jane Cleland-Huang##Alexander Egyed##Wolfgang Heider##Stefan Wallner##Luciano Baresi##Sean Bayley##Sam Guinea##Daniela Rabiser (Lettner)##Jane Huffman Hayes##Ankit Agrawal##Thomas Krismayer##Mona Rahimi##Deepak Dhungana##Christoph Mayr-Dorn##Robyn Lutz##Clément Quinton##Jin L.C. Guo##Manuel Wimmer,cyber_physical_systems##product_line_engineering##runtime_monitoring##software_engineering##safety_critical_systems
Grisel Zacca González,infomed.sld.cu,nan,Zaida Chinchilla-Rodríguez##Benjamín Vargas-Quesada##Félix de Moya Anegón##Maria Vidal Ledo##Ileana Alfonso##Yanetsys Sarduy Domínguez##Arelys Infante##Esther Paredes,bibliometr%C3%ADa##alfabetizaci%C3%B3n_informacional##educaci%C3%B3n_virtual##educaci%C3%B3n_m%C3%A9dica##odontolog%C3%ADa
Zhong-Ping Jiang,nyu.edu,NYU,Yu Jiang##David John HILL##Weinan Gao##Yiguang Hong##Iven Mareels##Yuan Wang （王沅）##Henk Nijmeijer##Hiroshi Ito##F.L. Lewis##Jie Huang##Jean-Baptiste Pomet##Wei Zhu##Pablo Carbonell##Andrew R. Teel##Mazenc##Romeo Ortega##Sergey Dashkovskiy##Murat Arcak##Shivendra S  Panwar##Robert Mahony,reinforcement_learning##nonlinear_control##robust_dynamic_programming##dynamical_networks##learning_based_control
Yu Jiang,clearmotion.com,nan,Zhong-Ping Jiang##Tao Bian##Weinan Gao##Yebin Wang##Scott A. Bortoff##Ning Qian##Masoud Davari##Jie Huang##Yulong Huang##Jin Wu##Chengxi Zhang (张承玺)##Ming-Zhe Dai | 戴明哲,truck_trailer_systems##learning_based_control##active_suspension_control
Robert Babuska,tudelft.nl,Delft University of Technology,Bart De Schutter##Lucian Busoniu##Zsofia Lendek##Janos Abonyi##Damien Ernst##Uzay Kaymak##Hans Roubos##Thierry Marie Guerra##Jens Kober##Ivo Grondman##Subramanya Prasad Nageshrao##Tim de Bruin##Jiri Kubalik##Alfredo Núñez Vicencio##Amol A. KHALATE##Erik Derner##Xavier Bombois##Ton van den boom##Karl Tuyls##Michel Verhaegen,reinforcement_learning##robotics##computational_intelligence##deep_learning##systems_and_control
Insu Park,dsu.edu,Dakota State University,H.R. Rao##JEEWON CHO##Shambhu Upadhyaya##Amit Bhatnagar##Mohammad Abdel-Rahman (Al-Ramahi),information_assurance##healthcare_it##it_impact##e_commerce##text_analytics
Casey H. Rawson,email.unc.edu,nan,nan,school_libraries##diversity_and_equity##stem_education
Scott Summers,uwplatt.edu,University of Wisconsin--Platteville,nan,computer_science_theoretical_computer_science##algorithmic_self_assembly
Emad Rakha,nottingham.ac.uk,University of Nottingham,Daniele Soria##Jonathan M. Garibaldi##Dalia M Abd El-Rehim##Patrick Tighe##sameer mirza##Paul Pharoah##Torsten Nielsen##Rehab Monir Samaka##Simak Ali##Rabab Mohammed##alastair m thompson##Kenny Kong##Timothy D'Alfonso,breast_cancer
Yih-Chun Hu,illinois.edu,University of Illinois,nan,wireless_networks##security##networking
Nilanjan Banerjee,onometra.com,nan,Sajal K. Das##Dipanjan Chakraborty##Koustuv Dasgupta##Ansuman Banerjee##Anupam Joshi##Dr Archan MISRA _##Subir Saha##Dipyaman Banerjee##Sougata Mukherjea##Pradipta De##Swades De##Arun Kumar##Sougata Sen##Balaraman Ravindran##Chatschik Bisdikian##Ajay Mohindra##Sheetal  K Agarwal##Deva P. Seetharam##Jagabondhu Hazra##Shantanu Biswas,distributed_computing##artificial_intelligence##mobile_and_pervasive_computing
Paris Avgeriou,rug.nl,University of Groningen,Apostolos Ampatzoglou##Peng Liang##Alexander Chatzigeorgiou##Uwe Zdun##Anton Jansen##Patricia Lago##Symeon Retalis##Philippe Kruchten##Dan Tofan##Danny Weyns##Elisa  Yumi Nakagawa##M. Ali Babar##Andreas Papasalouros##Zengyang Li##Rafael Capilla##Ipek Ozkaya##Antony Tang##Elvira-Maria Arvanitou##Areti Ampatzoglou##Daniel Feitosa,empirical_software_engineering##software_architecture##software_engineering
Christopher J. Zimmerman,cbs.dk,Copenhagen Business School,Ravi Vatrapu##Daniel Hardt##Mari-Klara Stein,sentiment_analysis##social_media_analytics##visual_analytics##urban_informatics##information_visualization
Punit (PT) Dadlani,eden.rutgers.edu,Rutgers University,nan,social_justice##context##human_information_behavior##organizational_communication
Teresa Seco,itainnova.es,nan,Mayte Lázaro,robotics
Danielle Gonzalez,rit.edu,Rochester Institute of Technology,Mehdi Mirakhorli##Joanna C. S. Santos##Thomas Zimmermann##Meiyappan Nagappan##Fawaz Alhenaki##Nachiappan Nagappan##Waleed Abdu Zogaan##Venera Arnaoudova##Sebastiano Panichella##Annibale Panichella##Devjeet Roy##Patrice Godefroid##Max Schaefer,unit_testing##architectural_security_tactics##security_testing##software_engineering
Rodrigo Costas,cwts.leidenuniv.nl,nan,nan,bibliometrics##altmetrics##citations##scientometrics##databases
Christopher Vendome,miamioh.edu,Miami University,Denys Poshyvanyk##Mario Linares-Vásquez##Gabriele Bavota##Michele Tufano##Massimiliano Di Penta##Carlos Bernal-Cárdenas##Daniel M. German##Simone Scalabrino##Giuseppe Scanniello,mining_software_repositories##software_evolution_and_maintenance##software_licensing##software_engineering
Rayford Vaughn,uah.edu,University of Alabama in Huntsville,nan,computer_science
Stephanie W Haas,email.unc.edu,University of North Carolina at Chapel Hill,nan,nan
Luca Iocchi,diag.uniroma1.it,Sapienza University of Rome,nan,robotics##artificial_intelligence
Jennifer Rexford,cs.princeton.edu,Princeton University,Nick Feamster##David Walker##Mung Chiang##Nick McKeown##Larry Peterson##Scott Shenker##Michael J. Freedman##Matthew Caesar##Changhoon (Chang) Kim##Minlan Yu##Kang G. Shin##Anja Feldmann##Eric Keller##Nate Foster##Laurent Vanbever##Jacobus (Kobus) Van der Merwe##Hari Balakrishnan##Aman Shaikh##Naga Katta##Xin Jin,internet_routing##computer_networks##network_management##networking
Christos Kalloniatis,aegean.gr,University of the Aegean,Stefanos Gritzalis##Evangelia (Vagelio) Kavakli##Haralambos Mouratidis##Shareeful Islam##Aggeliki Tsohou,business_modelling##privacy_requirements_engineering##security_requirements_engineering##security_and_privacy_in_cloud_computing
Liwei Song,princeton.edu,Princeton University,Prateek Mittal##Reza Shokri##Yun Liao##Lingyang Song##Zhu Han##Kaigui Bian,security_and_privacy##adversarial_machine_learning
Carlos A. Coello Coello,cs.cinvestav.mx,CINVESTAV,nan,particle_swarm_optimization##multi_objective_optimization##evolutionary_computation##evolutionary_algorithms
Ramon Pires,ic.unicamp.br,University of Campinas,Dr. Anderson Rocha (Associate Profes...##Jacques Wainer##Eduardo Valle##Herbert F Jelinek##Sandra Avila##Siome Goldenstein##Michael D. Abramoff##Junior Fabian Arteaga,image_processing##artificial_intelligence##computer_vision##pattern_recognition
Dorian Gálvez-López,nianticlabs.com,nan,Juan D. Tardós##J.M. Martínez Montiel##Javier Civera##Michael Beetz##Raffaello D'Andrea##Luis Riazuelo##Rob Janssen##José Neira##Marta Salas##Patric Jensfelt##Cesar Cadena##Luis Montano##Gabe Sibley##Fabio Ramos##Pedro Piniés##Lina María Paz##Lars Kunze##John G. (Jack) Morrison##András Majdik##Gajamohan Mohanarajah,virtual_reality##slam##augmented_reality##relocalization
Preetam Ghosh,vcu.edu,Virginia Commonwealth University,Vasco Ariston de Carvalho Azevedo##Debmalya Barh##Sajal K. Das##Ed Perkins##Samik Ghosh##Artur Luiz da Costa da Silva##Vijay Rangachari##Vijender Chaitankar##Henrique César Pereira Figueiredo##Syed Babar Jamal##Ashwin Vaidya##Rommel Ramos##Siomar de Castro Soares##Nirmalya Roy##Neha Jain##Ping Gong##Mayank Raj##Thang N. Dinh##Felipe Luiz Pereira##Dexter Dean,biomedical_informatics##systems_biology##network_science##computational_epidemiology##simulation
Yan Chen,umich.edu,University of Michigan,Sherry Li##Onur Kesten##Joseph A. Konstan##Robert E. Kraut##Roy Chen##Tayfun Sönmez##Tracy Xiao Liu##F. Maxwell Harper##Peter Katuščák##Emre Ozdenoren##Qiaozhu Mei##Paul Resnick##Scott E Page##Jenna Bednar##Yong-Mi Kim##Lada Adamic##Jiang Yang 杨疆##Teck-Hua Ho##Kan Takeuchi##Iman Yeckehzaare,information_economics##mechanism_design##behavioral_and_experimental_economics
Jaelson  Castro,cin.ufpe.br,Universidade Federal de Pernambuco,nan,software_architecture##requirements_engineering##software_engineering##information_systems##agent_oriented_development
İlker Bozcan,eng.au.dk,Aarhus University,Sinan Kalkan##Fethiye Irmak Doğan,robotics##deep_learning
Uwe Aickelin,unimelb.edu.au,University of Melbourne,Julie Greensmith##Peer-Olaf Siebers##Jamie Twycross##Jonathan M. Garibaldi##Steve Cayzer##Edmund Kieran Burke##Feng Gu##Chris W Clegg##Gianni Tedesco##Jan Feyereisl##Jenna Reps##Amanda Whitbrook##Peter J Bentley##Jingpeng Li##Grazziela P. Figueredo##Christian Wagner##Dipankar Dasgupta IEEE Fellow##Hadi Akbarzadeh Khorshidi##haichang gao##Yousof Al-Hammadi,artificial_intelligence##data_mining##health_informatics##evolutionary_computation##decision_support
Dan Cosley,nsf.gov,National Science Foundation,Loren Terveen##Victoria Schwanda Sosik##Shyong (Tony) Lam##Susan Fussell##Joseph A. Konstan##Istvan Albert##Amit Sharma##Daniel Huttenlocher##Siddharth Suri##Natalya (Natalie) Bazarova##Tejas Peesapati##Hao-Chuan Wang##David Crandall##Sean M. McNee##Howard Welser##Johnathon Schultz##Shilad Sen##Stephen Voida##Jeffrey T. Hancock##Robert E. Kraut,recommender_systems##cscw##hci
Zhongju Zhang,asu.edu,Arizona State University,Weiguo Fan Patrick Fan##Jan Stallaert##Peng Huang,information_systems
J.K.Udupa,mail.med.upenn.edu,nan,nan,visualization##image_processing_and_analysis##medical_image_science
David Jurgens,umich.edu,University of Michigan,Derek Ruths##Roberto Navigli##Dan Jurafsky##Mohammad Taher Pilehvar##Vinodkumar Prabhakaran##Yulia Tsvetkov##Tsai-Ching Lu##Rob Voigt##Eshwar Chandrasekharan##Saif M. Mohammad##Andrew Piper##Daniel McFarland##Srijan Kumar##Libby Hemphill##William L Hamilton##Nicholas Camp##Yi Tian Xu##Zijian Wang##Ryan Compton##Peter Turney,computational_sociolinguistics##computational_social_science##computational_linguistics##natural_language_processing
Hicham Elmongui,alexu.edu.eg,Alexandria University,Denis Gracanin##Walid G. Aref##Mohamed Mokbel##Jingren Zhou##Per-Ake Larson##Mohamed Handosa##Stephen Edwards##Jeremy Ernst##Clifford A. Shaffer##Sally Hamouda##Mohamed Magdy Gharib Farag##Steve Sheetz##Andrea Kavanaugh##Mikhail Atallah##Jeffrey S. Vitter##Ahmed Elmagarmid##Ihab F. Ilyas##Rahul Shah##Kresimir Matkovic##Elisa Bertino,visualization##social_analytics##database_management
Sliman Bensmaia,uchicago.edu,University of Chicago,Hannes Saal##Mark Hollins##Francesco Tenore##Benoit Delhaye##Gregg Tabot##Lee E. Miller##Justin Lieber##Robert A Gaunt##R. Jacob Vogelstein##Louise Manfredi##Sung Soo Kim##Thierri Callier##Jeffrey M. Yau##Alison I Weber##Dustin J. Tyler PhD##Aneesha K. Suresh##James Goodman##John E. Downey##Sharlene Flesher##Jennifer L Collinger,neuroprosthetics##neural_basis_of_perception##somatosensory_neuroscience
Patricia Morellato,unesp.br,UNESP,Bruna Alberton##Ricardo da Silva Torres##Maria Gabriela Gutierrez Camargo##Geraldo Wilson Fernandes##Jurandy Almeida##Daniel Wisbech Carstensen##Thiago Sanna Freire Silva##Mauro Galetti##Elise Buisson##Jefersson A. dos Santos##Fernando A. O. Silveira##Vanessa G. Staggemeier##Marco Aurelio Pizo##Soizig Le Stradic##Swanni T.  Alvarado##Frederico de Siqueira Neves##Daniel Negreiros##Greice C. Mariano PhD##Irene Mendoza (ORCID: 0000-0002-3...##Marco Antonio Assis,phenology##climatic_change##fragmentation##plant_animal_interactions
Koustuv Dasgupta,gs.com,nan,nan,distributed_computing##artificial_intelligence##mobile_and_pervasive_systems
Deva P. Seetharam,alum.mit.edu,nan,Jagabondhu Hazra##Tanuja Ganu##Shivkumar Kalyanaraman##Kaushik Das##Liyanage C De Silva (LC De Silva)##Rajesh Kunnath##Zainul Charbiwala##Dipanjan Chakraborty##Harshad Khadilkar##Balakrishnan Narayanaswamy##neha sengupta##Mohit Jain##Vikas Chandan##Tri Kurniawan Wijaya##Yogish Sabharwal##jayant kalagnanam##Venkatesan Chakaravarthy##Yedendra Shrinivasan##Michael Broxton##Joseph Paradiso,renewable_energy##microgrids##pervasive_media##iot##data_driven_systems
kangkook Jee,utdallas.edu,University of Texas at Dallas,Angelos D. Keromytis##Vasileios P. Kemerlis##Georgios Portokalidis##David I. August##Michalis Polychronakis##Theofilos Petsios,programming_languages##systems_security
Renato Stehling,avanade.com,nan,Mario A. Nascimento##Falcao A.X.,databases##visual_information_retrieval##image_processing
haichang gao,xidian.edu.cn,Xidian University,Uwe Aickelin##Jeff Yan,nan
Hayo Thielecke,cs.bham.ac.uk,University of Birmingham,Josh Berdine##Peter O'Hearn##John Power##Asiri Rathnayake##Uday Reddy##Paul Blain Levy##Jon Riecke##Carsten Führmann##Alan P. Sexton##Michael Fourman##Olivier Danvy##Maxim Strygin,programming_languages
Andrian Marcus,utdallas.edu,University of Texas at Dallas,Jonathan I. Maletic##Denys Poshyvanyk##Gabriele Bavota##Rocco Oliveto##Sonia Haiduc##Laura Moreno##Andrea De Lucia##Václav Rajlich##Tim Menzies##Jairo Aponte##Oscar Chaparro##Giuliano (Giulio) Antoniol##Massimiliano Di Penta##Yann-Gaël Guéhéneuc##Louis Feng##Michael L. Collard##Rudolf Ferenc##Gerardo Canfora##Juan Manuel Florez##Thomas Zimmermann,software_maintenance##software_evolution##program_comprehension##software_engineering
Nicola Zeni,unitn.it,University of Trento,Luisa Mich##John Mylopoulos##James R Cordy##Annie I. Antón##Travis Breaux##Roberta Ferrario##Francesco Setti##Dong Seon Cheng##Marco Cristani##Priscila Engiel##mariano ceccato##Carlo Meghini##Basar Oztaysi##mariangela franch##Maria Della Lucia##Preben Hansen##Micke Kuwahara##Periklis Andritsos##Vítor E. Silva Souza##Sami Abduljalil Abdulhak Naji,semantic_annotation##information_extraction##requirement_engineering
Pius Egbelu,njit.edu,New Jersey Institute of Technology,nan,supply_chain_management##material_handling##facilities_planning_and_location##and_scheduling##manufacturing_systems_analysis
Ratnesh K Sharma PhD PE,scu.edu,nan,nan,distribution_systems##microgrids##energy_storage##energy_management
Joomi Lee,uga.edu,University of Georgia,Allison Eden##David Ewoldsen##David Beyea##Sanguk Lee##Gary Bente##Eric Novotny##Daniel Roth##Reed M. Reynolds##Hamid Ekbia,virtual_reality##persuasive_technology##game_studies##motivated_cognition##media_psychology
Siddharth Suri,microsoft.com,nan,nan,behavioral_economics##crowdsourcing##social_networks##gig_economy
Irene Mendoza (ORCID: 0000-0002-3288-6366),ebd.csic.es,CSIC,Regino Zamora##Luis Matías##Pierre-Michel A. A. Forget##Patricia Morellato##Jorge Castro##Carlos Peres##Lorena Gómez-Aparicio##José Luis Quero (ORCID: 0000-0001-...##Teodoro Marañón##Ignacio Manuel Pérez-Ramos##José A. Hódar##Abernethy K*##Bruna Alberton##Elise Buisson##Daniel Wisbech Carstensen##Swanni T.  Alvarado##Thiago Sanna Freire Silva##Vanessa G. Staggemeier##Maria Gabriela Gutierrez Camargo##olivier boissier,phenology##climate_change##plant_animal_interactions##forest_regeneration##ecology
Sonia Haiduc,cs.fsu.edu,Florida State University,Andrian Marcus##Gabriele Bavota##Rocco Oliveto##Andrea De Lucia##Massimiliano Di Penta##Esteban Parra Rodriguez##Tim Menzies##Laura Moreno##Javier Escobar-Avila##Andrea Mocci##Jairo Aponte##Barbara Russo##Paolo Tonella##Chris Mills##Michele Lanza##Luca Ponzanelli##Surafel Lemma Abebe##Giuliano (Giulio) Antoniol##Gregory Gay##Mir Hasan,computer_science##software_engineering
Luis Riazuelo,unizar.es,Universidad de Zaragoza,Luis Montano##J.M. Martínez Montiel##Danilo Tardioli##Javier Civera##Juan D. Tardós##Dorian Gálvez-López##Domenico Sicignano##Ana C. Murillo##Íñigo Alonso Ruiz##Alejandro R. Mosteo##Francisco Lera##Luis Montesano##Pablo Urcola,nan
olivier boissier,emse.fr,Ecole des Mines de Saint-Etienne,Jomi Fred Hübner##Jaime Simão Sichman##Alessandro Ricci##Gauthier Picard##Yves Demazeau##Rafael H. Bordini##Antoine Zimmermann##Adina Magda Florea##Grégory Bonnet##Andrei Ciortea##Amro Najjar##Benjamin Gâteau##Laurent Vercouter##Nicolas Cointe##flavien balbo##Dr. Djamel KHADRAOUI##Luciano Reis Coutinho##Andrea Santi##Eric Dubois##Maiquel De Brito,artificial_intelligence##multi_agent_systems
Philippe Mongeon,dal.ca,Dalhousie University,Vincent Larivière##Adèle Paul-Hus##Stefanie Haustein##Cassidy R. Sugimoto##Fei Shu##Rodrigo Costas##Maxime Sainte-Marie##Andrew Tsou##Elise Smith##Mike Thelwall##Kyle Siler##Timothy D. Bowman##Wei Jeng##Nicolás Robinson-García##Anabel Quan-Haase##Juan Pablo Alperin##Christine Brodeur##Catherine Beaudry##Ridde##Thed van Leeuwen,quantitative_science_studies##bibliometrics##scholarly_communication
Tejas Peesapati,google.com,Google,Dan Cosley##Victoria Schwanda Sosik##Johnathon Schultz##Hao-Chuan Wang##Maurice D. Mulvenna,human_computer_interaction##social_computing
Juan D. Tardós,unizar.es,Universidad de Zaragoza,José Neira##J.M. Martínez Montiel##Jose A. Castellanos##Raúl Mur-Artal##Dorian Gálvez-López##Pedro Piniés##Lina María Paz##Paul Newman##David Ribas##Pere Ridao Rodríguez##John Leonard##Carlos Campos Martinez##Luis Montano##Ian D Reid##Juan J. Gómez Rodríguez##Luis Riazuelo##Richard Elvira##Wolfram Burgard##Marta Salas##Mark Cummins,robotics##slam##computer_vision
Kim Normann Andersen,cbs.dk,Copenhagen Business School,Helle Zinner Henriksen##Rony Medaglia##Niels Bjørn-Andersen##Ravi Vatrapu##Maria A. Wimmer##Jeppe Agger Nielsen##Åke Grönlund##Lester Lasrado##Hans Jochen Scholl##Carsten Greve##Torkil Clemmensen##Carl Erik Moe##Robin Gauld##Jacob Torfing##T.M. van Engers##Enrico Francesconi##Steve Elliot##Jason Dedrick##Karl Löfgren##Upkar Varshney,e_health##e_government##robots##e_participation
Manish Gupta,buffalo.edu,State University of New York at Buffalo,nan,information_assurance_and_security
Bart De Schutter,tudelft.nl,Delft University,Hans Hellendoorn##Robert Babuska##Ton van den boom##Rudy R. Negenborn##Andreas Hegyi##De Moor Bart##Lucian Busoniu##Alfredo Núñez Vicencio##Maurice Heemels##Zsofia Lendek##Tamas Keviczky##Yihui Wang##Michel Verhaegen##Shu Lin##Damien Ernst##Minh Dang Doan##Alberto Bemporad##Ion Necoara##L. D. Baskar##Simone Baldi,transportation_networks##artificial_intelligence##multi_agent_multi_level_control##hybrid_systems##control_of_large_scale_systems
Dongho Choi,rutgers.edu,Rutgers The State University of New Jersey,Chirag Shah##Ziad Matni##Vivek K. Singh,information_science##artificial_intelligence##cognitive_science##wearable_devices
Pimenta  Marcelo S.,inf.ufrgs.br,UFRGS,Damián Keller##Isabela Gasparini##Evandro Manara Miletto##Luciano Vargas Flores##José Palazzo Moreira de Oliveira##Carla M. Dal Sasso Freitas##Fabio Petrillo##Marco Winckler##Leandro Lesqueves Costalonga##Eduardo Kessler Piveta##Luciana Nedel##Marcelo Queiroz##Marcelo Johann##Renata Galante##Alexandre Torres##François Bouchet##Silvia Schiaffino##Analia Amandi##Ana Marilza Pernas##Eduardo R Miranda,human_computer_interaction##computer_music##software_engineering
Liuhua Chen,g.clemson.edu,Clemson University,Chenxi Qiu##Yuhua Lin##Zhuozhao Li##Karan Sapra,hpc##virtualization##cloud_computing
Daniele Soria,kent.ac.uk,University of Kent,Jonathan M. Garibaldi##Emad Rakha##Graham Ball##Elia Mario Biganzoli##Jenna Reps##Christian Wagner##Uwe Aickelin##Mohammed Aleskandarany MD PhD##Utkarsh Agrawal##BM Syed,artificial_intelligence##data_mining
Mark Hollins,email.unc.edu,nan,nan,nan
Michael Holst,math.ucsd.edu,UC San Diego,Nathan Baker##Zeyun Yu##Stephen Bond##Yunrong Zhu##Yongcheng Zhou##Benzhuo Lu##Jinchao Xu##Tsogtgerel Gantumur##Pete Kekenes-Huskey##Burak Aksoylu##Long Chen##Yongjie Jessica Zhang##Johan Hake##Chandrajit Bajaj##Mark Ellisman##Deqiang Zhang##Andrew Gillette##Mats G Larson##Frank B. Sachse##Harald Pfeiffer,pde##mathematical_physics##applied_analysis##numerical_analysis
Alberto Sardinha,tecnico.ulisboa.pt,Instituto Superior Técnico,Carlos José Pereira de Lucena##Norman Sadeh##Francisco S. Melo##James Andrews##Alessandro Garcia##Awais Rashid##Vânia Mendonça##Luisa Coheur##Ruzanna Chitchyan##Luciana Barbosa##Ruy Luiz Milidiu##Ana Paiva##Pedro Sequeira##Jhielson M. Pimentel##Pedro U. Lima##André Mateus##Artur Rodrigues##Miguel Faria##Ana Moreira##Joao Araujo,real_options##multiagent_systems##artificial_intelligence##multi_agent_systems
Mona Rahimi,cs.niu.edu,Northern Illinois University,nan,safety_critical_systems##artificial_intelligence##software_engineering
Maxim Strygin,cs.bham.ac.uk,University of Birmingham,nan,concurrency##programming_languages
Pawan Lingras,cs.smu.ca,nan,nan,data_mining##soft_computing##clustering##rough_sets##fuzzy_sets
Václav Rajlich,wayne.edu,Wayne State University,Andrian Marcus##Denys Poshyvanyk##Giuliano (Giulio) Antoniol##Yann-Gaël Guéhéneuc##Jonathan I. Maletic##Tibor Gyimothy##Radu Vanciu##Árpád Beszédes##Judit Jász##keith gallagher##Gerardo Canfora##Harald Gall##Katsuro Inoue##Kostas Kontogiannis,program_comprehension##software_evolution##software_engineering##software_maintenance
Zainul Charbiwala,tricog.com,nan,Mani Srivastava##Thomas Schmid##Young H. Cho##Harshad Khadilkar##Supriyo Chakraborty##Tanuja Ganu##Deva P. Seetharam##Haksoo Choi##Vikas Chandan##Rajesh Kunnath##Chatschik Bisdikian##Ting He##Paul D Martin##Mohit Jain##Prabal Dutta##Stefano Soatto##Dejan Markovic##Shivkumar Kalyanaraman##Jagabondhu Hazra##Sathyajith Mathew,low_power##smart_grids##smart_healthcare##energy_efficiency##embedded_systems
Yehuda Koren,google.com,Google,nan,recommender_systems##artificial_intelligence##data_mining##graph_drawing
