Jun Wan (万军),ia.ac.cn,Institute of Automation Chinese Academy of Sciences,Stan Z. Li (李子青)##Sergio Escalera##Guodong Guo##Hugo Jair Escalante##Isabelle Guyon##Zichang Tan##Lei Zhen##Chenxu Zhao##Philip O. Ogunbona##Wanqing Li##Vassilis Athitsos##Yi Jin##Yunxiao Qin##Guoying Zhao##qiguang miao##Xinwang Liu##Yunan Li##Xiaobai Li##Xiangyu Zhu##Junliang XING (兴军亮),image_processing##artificial_intelligence##computer_vision
Victoria A Feher,schrodinger.com,Schrodinger Inc,nan,nan
Tanya Golubchik,bdi.ox.ac.uk,Oxford University,nan,bioinformatics##metagenomics##pathogen_genomics##next_generation_sequencing##evolutionary_biology
Bryan Ford,epfl.ch,EPFL,David Wolinsky##Linus Gasser##Philipp Jovanovic##Lefteris Kokoris-Kogias##Ewa Syta##Nicolas Gailly##Henry Corrigan-Gibbs##Mike Hibler##Ismail Khoffi##Chris Lesniewski##Frans Kaashoek##Jean-Pierre Hubaux##Robert Morris##Janardhan Iyengar##Joan Feigenbaum##Ennan Zhai##Aaron Johnson##Michael Fischer##Godmar Back##Paul Hudak,privacy##decentralized_systems##operating_systems##security##networking
Zhenhua Liu,stonybrook.edu,Stony Brook University,Adam Wierman##Yuan Chen##Minghong Lin##Lachlan Andrew##Steven H. Low##Daniel Gmach##Manish Marwah##Benjamin Razon##Hamed Mohsenian-Rad,systems##optimization##algorithm
Sarolta Tóvölgyi,erg.bme.hu,nan,nan,ergon%C3%B3mia##pszichol%C3%B3gia
Aaron D. Jaggard,dimacs.rutgers.edu,nan,Andre Scedrov##Rebecca N. Wright##Vijay Ramachandran##Joan Feigenbaum##Iliano Cervesato##Michael Schapira##Paul Syverson##Michael Backes##Bruno Blanchet##Aaron Johnson##Timothy G. Griffin##Alex Fabrikant##Catherine Meadows##Michael Mislove##Roberto Segala,developing_and_using_abstract_models_for_trustworthy_computing
Swarnava Dey,tcs.com,Tata Consultancy Services Ltd,Arijit Mukherjee##Himadri Sekhar Paul##Arpan Pal##Ansuman Banerjee##Pubali Datta##Prateep Misra##Ranjan Dasgupta##Anupam Basu,deep_learning_acceleration##embedded_systems##parallel_and_distributed_computing##edge_computing
Ning Qian,columbia.edu,Columbia University,nan,motor_control##psychophysics##vision##autism##computation
keith gallagher,fit.edu,florida institute of technology,Dave Binkley##Mark Harman##Bradley S Rees##Liam O'Brien##Steven Woods##sebastian danicic##Mohammad Abdallah##Lucas Layman##Amir Ngah##Professor Sue Black OBE##Tracy Hall##Giuliano (Giulio) Antoniol,software_testing##software_maintenance_and_evolution##program_slicing
Denis Gracanin,vt.edu,Virginia Tech,nan,computer_graphics##human_computer_interaction##virtual_reality##privacy##simulation
Miguel Angel Medina Pérez,tec.mx,nan,Raul Monroy##Octavio Loyola-González##Milton Garcia Borroto##Andres Eduardo Gutierrez-Rodríguez##Jesús Ariel Carrasco Ochoa##Leopoldo Altamirano Robles##Jose Francisco Martinez Trinidad##Luis A. Trejo##Jorge Rodríguez##Jose Emmanuel Ramirez-Marquez##Francisco Herrera##Jose Ruiz Shulcloper##Aythami MORALES##Danilo Valdes-Ramirez##Bárbara Cervantes##Ari Y. Barrera-Animas##J. Benito Camiña##Leonardo Cañete-Sifuentes##Armando López Cuevas##Yenny Villuendas-Rey,fingerprint_recognition##anomaly_detection##artificial_intelligence##deep_learning##clustering
Alessandro Corrêa Victorino,hds.utc.fr,Université de Technologie de Compiègne,Moustapha doumiati##Danilo Alves de Lima##Arthur de Miranda Neto##Patrick Rives##Raymond Ghandour##Giovani Bernardes Vitor##Isabelle Fantoni##Samuel Siqueira Bueno##Ely Carneiro de Paiva##Rafael de Angelis Cordeiro##Hernán Abaunza González##Paulo Augusto Valente Ferreira##Pedro Castillo Garcia##Valentin Ivanov##Antonella Ferrara##Stratis Kanarachos##Yue Kang##jose azinheira##Frank Naets##Enrico Regolin,advanced_aided_systems_adas##vehicle_dynamics_estimation##mobile_robotics##diagnosis_and_risk_evaluation##autonomous_navigatio
Lei Zhen,nlpr.ia.ac.cn,Institute of Automation Chinese Academy of Sciences,Dong Yi##Shengcai Liao##Matti Pietikäinen##Ran He IAPR Fellow##Xiangxin Zhu##Weilong Yang##Junjie Yan,biometrics##artificial_intelligence##computer_vision##pattern_recogniton##face_recognition
Christoph Bussler,real-programmer.com,nan,nan,nan
Gerhard Weikum,mpi-inf.mpg.de,Max Planck Institute for Informatics,nan,web_data_management##data_mining##information_retrieval##databases##knowledge_bases
Philipe Moriel,ufl.edu,University of Florida,nan,beef_cattle_management_and_nutrition
Alexandra  I Cristea,durham.ac.uk,University of Durham,Lei Shi##Craig Stewart##Paul De Bra##Maurice Hendrix##Natalia Stash##Mizue Kayama##Dr. Dana Al Qudah##David Smits##Fawaz Ghali##Lora Aroyo##T J Brailsford##Jonathan Foss##Helen Ashman##Adam Tsakalidis##Wolfgang Nejdl##Dr. Alaa A. Qaffas##Karen Stepanyan##Mike Joy##Yiwei Zhou##Daniel Burgos,web_science##adaptive_systems##learning_analytics##user_modelling##durham_cs
Josep LLuis Arcos,iiia.csic.es,CSIC,Juan Antonio Rodriguez Aguilar##Ramon Lopez de Mantaras##Carles Sierra##Marc Esteva##Joan Serrà##Pablo Noriega##Jose Luis Fernandez-Marquez##Raquel Ros##Giovanna Di Marzo Serugendo##Xavier Serra##Tan Ozaslan##Manuela M. Veloso##Marian Boguña##Meinard Müller##Peter Grosche##Mirko Viroli##Sara Montagna##Emilia Gómez##Juan Carlos Burguillo-Rial##Xavier Amatriain,artificial_intelligence##music_information_retrieval##smart_health_care##self_systems
David MacKay,mrao.cam.ac.uk,University of Cambridge,H. K. D. H. Bhadeshia##Iain Murray##Radford Neal##Ryan P. Adams##Zoubin Ghahramani##Brendan Frey##Kenneth D. Miller##Alan Blackwell##Oliver Stegle##Philip John Withers##John Paulin Hansen##Tony Robinson##Keith Vertanen##Andrew M. Childs##Thore Graepel##Dan Witzner Hansen##Robert MacKay,reliable_computation_with_unreliable_hardware##machine_learning_and_bayesian_data_modelling##sustainable_energy_and_public_understanding_of_science##information_theory_and_error_correcting_codes
Prithwish Chakraborty Ph.D.,ibm.com,nan,Naren Ramakrishnan##Gourab Ghosh Roy##Swagatam Das##John Brownstein##Ajith Abraham##Bryan Lewis##Elaine Okanyene Nsoesie##Dr. P. N. Suganthan (SCI Highly Cited...##Patrick Butler##Pejman Khadivi##Tapan Kumar Gandhi##Jieping Ye IEEE Fellow &amp; ACM Distin...##Zheng Wang,health_informatics##artificial_intelligence##data_mining
Thomas Krennwallner,postsubmeta.net,nan,Thomas Eiter##Michael Fink##Giovambattista Ianni##Christoph Redl##Axel Polleres##Minh Dao-Tran##Francesco Calimeri##Nuno Lopes##Francesco Ricca##Peter Schüller##Torsten Schaub##Dr. Jacek Kopecký##Patrik Schneider##Stefan Decker##Stefan Bischof##Nicola Leone##Wolfgang Faber##Martin Gebser##Roland Kaminski##Guohui Xiao,recommender_systems##artificial_intelligence##constraint_satisfaction##nonmonotonic_reasoning##answer_set_programming
Daniele Nardi,dis.uniroma1.it,Sapienza Univ. Roma,nan,robotics##artificial_intelligence##multi_agent_systems
Izak Benbasat,Sauder.UBC.ca,University of British Columbia,nan,information_systems
Alexandra Wood,cyber.law.harvard.edu,Harvard University,Micah Altman##Urs Gasser##Kobbi Nissim##Salil Vadhan##Aaron Bembenek,information_privacy_law##data_protection_law
Jing Fu,rmit.edu.au,RMIT University,Moshe Zukerman##Jun Guo##z. rosberg##Jingjin Wu,nan
Tim Baarslag,cwi.nl,Centrum Wiskunde &amp; Informatica,Catholijn M. Jonker##Koen Hindriks##Reyhan Aydogan##Enrico Gerding##Katsuhide Fujita##Takayuki Ito##Michael Kaisers##Raz Lin##Sarit Kraus##Jonathan Gratch##Charith Perera##Dmytro Tykhonov##Richard Gomer##Richard Mortier##Derek McAuley##Jon Crowcroft##Irene C L Ng##Hamed Haddadi##Susan YL Wakenshaw Warwick##Valentin Robu,automated_negotiation##artificial_intelligence##search_theory##multi_agent_systems
Peter Corke,qut.edu.au,Queensland University of Technology,Jonathan Roberts##Robert Mahony##Matthew Dunbabin##Ben Upcroft##seth hutchinson##Michael Milford##Daniela Rus##Feras Dayoub##Gregory Hager##Inkyu Sa##Stefan Hrabar##Paul Newman##Pauline Pounds##Chris McCool##Gaurav Sukhatme##François Chaumette##Sanjiv Singh##Koen Langendoen##Hugh Durrant-Whyte##Mark Spong,control##computer_vision##robotics##field_robotics##sensor_networks
Yamin Yan,ust.hk,Hong Kong University of Science and Technology,Professor Zhiyong Chen##Jie Huang##Richard Middleton##Qing-Long Han Pro Vice-Chancellor a...##Sonja Stuedli##Maria Seron##Zheng-Guang Wu##Vijay Varadharajan##Jahangir Hossain##Graham Town##GULAM DASTAGIR KHAN,control_theory
Ze Li,microsoft.com,Microsoft,Haiying (Helen) Shen##Jin Li##Guoxin Liu##Yuhua Lin##Karan Sapra##Kang Chen##Chenxi Qiu##Baha' A. Alsaify##Hailang Wang,data_mining##social_and_complex_cloud_computing##distributed_network_and_systems_game_theory##network_analysis##peer_to_peer_net
Catalina Latorre-Santos/orcid.org/0000-0003-0623-7343,urosario.edu.co,Universidad del Rosario,Hernán Jaramillo-Salazar##Carlos Enrique Trillos##CARLOS IVAN PACHECO SANCHEZ##Angela María Ruiz-Sternberg / orcid.or...##José Miguel Nieto Olivar##Liz Rincón Suárez##Leonardo Briceno-Ayala / ORCID:000...,envejecimiento##servicios_de_salud##salud_p%C3%BAblica##recursos_humanos##educaci%C3%B3n_en_salud
Sarah Heckman,ncsu.edu,NC State University,Laurie Williams##Mark Sherriff##Collin Lynch##Tiffany Barnes##Niki Gitinabard##Jeffrey C. Carver##Rahul Pandita##Emerson Murphy-Hill##Brittany I. Johnson##Kathryn Stolee##Ketan Mayer-Patel##Jeffrey Forbes##Kristy Boyer##Denae Ford##Caitlin Sadowski##Ahmed Al-Zubidy##Mickey Vellukunnel##Philip Buffum##Justin Smith##Chris Parnin,computer_science_education##software_engineering
Viktor Vafeiadis,mpi-sws.org,Max Planck Institute for Software Systems,Ori Lahav##Derek Dreyer##Chung-Kil Hur##Francesco Zappa Nardelli##Azalea Raad##Matthew J. Parkinson##Peter Sewell##Michalis Kokologiannakis##Anton Podkopaev##Soham Sundar Chakraborty##Jeehoon Kang##Aleksandar Nanevski##Mike Dodds##Marc Shapiro##Suresh Jagannathan##Maurice Herlihy##Tony (C.A.R.) Hoare##Neelakantan R. Krishnaswami##Byron Cook##Aaron Turon,concurrency##program_logic##interactive_theorem_proving##weak_memory_models##software_verification
V.S. Subrahmanian,dartmouth.edu,Dartmouth College,Sarit Kraus##Sushil Jajodia##Gerardo I. Simari##Antonio Picariello##Andrea Pugliese##Amy Sliva##Octavian Udrea##Sibel Adali##Thomas Eiter##Dana Nau##maria luisa sapino##K. Selcuk Candan##Massimiliano Albanese##Jürgen Dix##Raymond Ng##Fatma Ozcan##Maria Vanina Martinez##Diego Reforgiato Recupero##James J. Lu##Aaron Mannes,artificial_intelligence##social_networks##forecasting##behavior_analytics##databases
Mahmoud Nabil Mahmoud,ncat.edu,nan,Ahmad Alsharif##Erchin Serpedin PhD##Muhammad Ismail##Mohamed Abdallah##Mohamed Aly##Waleed Alasmary##Amir Atiya##Ahmed Sherif##Mostafa M. Fouda##Khalid Qaraqe##Noureddine Lasla##Kemal Akkaya##Abdollah Homaifar##Samet Tonyali##Michael Ibrahim##Mohamed Younis##Mohamed M. E. A. Mahmoud,artificial_intelligence##vehicular_networks##ami_networks##security_and_privacy##big_data
Yong-Mi Kim,umich.edu,nan,V Basili##Soo Young Rieh##Lionel Briand##Yan Chen##Walt Melo##Manoel Gomes de Mendonça Neto##Ji-Yeon Yang##Grace YoungJoo Jeon##Teck-Hua Ho##Karen Markey##Tiffany Veinot##Elizabeth Yakel,ux_research##information_behavior_in_organizations##cscw##interactive_information_retrieval##social_media
Gustavo Henrique de Rosa,microsoft.com,nan,João Paulo Papa##Kelton Augusto Pontara da Costa##Clayton Reginaldo Pereira##Xin-She Yang (DPhil)##Danillo Roberto Pereira##Leandro Passos##Aparecido Nilceu Marana##Falcao A.X.##João Manuel R. S. Tavares##Rodrigo Yuji Mizobe Nakamura,artificial_intelligence##computer_vision##meta_heuristic_optimization##pattern_recognition##natural_language_processing
Julie Wagner,est.fujitsu.com,nan,nan,human_computer_interaction
Masoud S. Nosrati PhD,bmo.com,nan,Ghassan Hamarneh##Rafeef Garbi (née Abugharbieh)##Jean-Marc Peyrat##karim faez##Alborz Amir-Khalili##Farhad Faradji##Shawn Andrews##Sepehr Attarchi,reinforcement_learning##computer_vision##optimization##deep_learning##medical_image_analysis
Nadi Tomeh,sorbonne-paris-nord.fr,nan,Nizar Habash##Wajdi Zaghouani##Ramy Eskander##Noura Farra##Kemal Oflazer##François Yvon##Owen Rambow##Ryan Roth##Alexandre Allauzen##Alla Rozovskaya##Joseph Le Roux##Behrang Mohit##Thierry Charnois##Pierre Holat##Marc Dymetman##Nicola Cancedda##Sarah Alkuhlani##Guillaume Wisniewski##Mona Diab##Marco Turchi,natural_language_processing
Oleksandra Panasiuk,sti2.at,nan,nan,nan
Brian Leung,alum.utoronto.ca,nan,Tom Chau##Eric Dubois,nan
Diego Mariano,ufmg.br,nan,Vasco Ariston de Carvalho Azevedo##Raquel Cardoso de Melo-Minardi##Henrique César Pereira Figueiredo##Lucianna Helene Silva Santos##Felipe Luiz Pereira##Leandro Benevides##Rommel Ramos##Siomar de Castro Soares##Debmalya Barh##Thiago Jesus Sousa##Carmelina Figueiredo Vieira Leite##Edson Luiz Folador##Sandeep Tiwari##Pedro Magalhães Martins##Adriano Werhli##Karina S. Machado##Klaus Liedl##Flavia Figueira Aburjaile##Mariana Teixeira Dornelles Parise##Doglas Parise,bioinformatics##artificial_intelligence##data_mining
Qi Liu,ustc.edu.cn,University of Science and Technology of China,Enhong Chen##Hui Xiong Fellow of AAAS and IEEE##Zhenya Huang##Yong Ge##Hongke Zhao 赵洪科##Tong Xu##Le Wu##Hengshu Zhu 祝恒书##Biao Xiang##ChuanRen Liu##Xing Xie 谢幸##Guangyi Lv##Runze Wu##J Leon Zhao##Nicholas Jing Yuan 袁晶##Feida Zhu##Chris H.Q. Ding （丁宏强）##Yu Yang##Meng Wang IEEE Fellow IAPR Fellow##Zhongmou Li,recommender_systems##social_network_analysis##data_mining##educational_big_data
Neil Levy,mq.edu.au,Macquarie University,Julian Savulescu##Tim Bayne##Roi Cohen Kadosh##Guy Kahane##Olivia Carter##Robert Hester##Steve Clarke##Mianna Lotz##Stefanie Becker##ANKE SNOEK##Jeanette Kennett##Eric Mandelbaum##Joshua Shepherd##Richard Kanaan,social_epistemology##philosophy##free_will
Danielle Stewart,d.umn.edu,University of Minnesota Duluth,nan,graph_theory
Pardha Pyla,vt.edu,nan,Manuel A. Pérez-Quiñones##Manas Tungare##Steve Harrison##Doug A. Bowman##Jian Chen##Chris North##Tejinder Judge##Scott McCrickard##Tonya Smith-Jackson,innovation_and_creativity##product_strategy##design_thinking
Tapan Kumar Gandhi,iitd.ac.in,IIT Delhi,nan,ar_vr_with_neuromarketing##biomedical_signal_%26_image_processing##ml_ai##computational_neuroscience##healthcare_technology
YANAN YANG,mytum.de,Technical University of Munich,nan,pmi##mergers_and_acquisitions##organisational_culture
Taesik Gong,kaist.ac.kr,KAIST,Sung-Ju Lee##Jinwoo Shin##Bowon Lee##Hyunsung Cho##Jaemin Shin##Sourav Bhattacharya##Alberto Gil C. P. Ramos##Fahim Kawsar##Akhil Mathur,ubiquitous_computing##applied_machine_learning##mobile_sensing
Nick Bowman (包尼克),ttu.edu,Texas Tech University,Ron Tamborini##Allison Eden##Jaime Banks##Matthew Grizzard##Brian Primack##Jaime Sidani##Sven Joeckel##Leyla Dogruel##Robert Lewis##Rene Weber##Cathlin Clark-Gordon##Elizabeth L. Cohen##Mary Beth Oliver##David Westerman##César G. Escobar-Viera##Gregory A. Cranmer##John L Sherry##Brett Sherrick##Leonard Reinecke##Mun-Young Chung,entertainment_theory##interactive_media##communication_technology##media_psychology##video_games
Geoffrey Fox,indiana.edu,nan,Marlon Pierce##Shrideep Pallickara##Wojtek Furmanski##Gregor von Laszewski##Bryan Carpenter##Dennis Gannon##Jaliya Ekanayake##Seung-Hee Bae##Ahmet Uyar##Sanjay Ranka##Supun Kamburugamuve Ph.D.##Andrea Donnellan##Mehmet Aktas##Sangyoon Oh##John Rundle##Galip Aydin##Thilina Gunarathne##Jack Dongarra##Carl Bromberg##Ahmet Sayar,parallel_computing##clouds##particle_physics##cyberinfrastructure##distributed_systems
Ayushi Rastogi,rug.nl,University of Groningen,Nachiappan Nagappan##Georgios Gousios##Ashish Sureka##Arie van Deursen##Hennie Huijgens##Thomas Zimmermann##Jacek Czerwonka##Suresh Thummalapenta##André van der Hoek##Elvan Kula##Denae Ford##Rahul Purandare##David Lo##Yue Yu##Magiel Bruntink##Gede Artha Azriadi Prana,mining_software_repositories##software_analytics##software_engineering##empirical_software_engineering##open_source
Linda Selvey,uq.edu.au,University of Queensland,nan,nan
Vikas Chandan,pnnl.gov,Pacific Northwest National Laboratory,Andrew Alleyne##Arun Vishwanath##kumar saurav##Draguna Vrabie##Koushik Kar##Saptarshi Bhattacharya##Milan Jain##Shivkumar Kalyanaraman##Zainul Charbiwala##Deva P. Seetharam##Tanuja Ganu##Marilena Minou##George Thanos##Harshad Khadilkar##Mohit Jain##Heena Bansal##Megha Nawhal##Amarjeet Singh##Tri Kurniawan Wijaya##Faryar Jabbari,artificial_intelligence##buildings##energy_systems##grid
Pinar Keskinocak,isye.gatech.edu,Georgia Institute of Technology,Julie Swann##Wedad Elmaghraby##Ozlem Ergun##Sridhar Tayur##Sven Koenig##Pelin Pekgun##Craig Tovey##Michail G. Lagoudakis##Altan Gulcu##Feryal Erhun##Melih Çelik##Ali Ekici##Milind Dawande##Turgay Ayer##Serhan Duran##Jacqueline A Griffin##R Ravi##Jessica L. Heier Stamm##Alvaro Lorca##Tuba Yilmaz,healthcare_operations##humanitarian_operations##supply_chain_management
Gearóid ÓLaighin,nuigalway.ie,NUI Galway,Alan Bourke##Paul Breen##Alan Godfrey##Gavin Corley##Donnelly Alan##Barry Broderick,medical_electronics##usability_%26_human_factors##electrical_engineering##medical_device_design##electronic_engineering
Meeyoung Cha,kaist.ac.kr,KAIST,Krishna P. Gummadi##Sue Moon##Fabrício Benevenuto##Pablo Rodriguez Rodriguez##Hamed Haddadi##Yong-Yeol Ahn##Sejeong Kwon##Sungkyu (Shaun) Park##Virgilio Almeida##KWAK Haewoon##Jon Crowcroft##Kunwoo Park##Alan Mislove##Kyomin Jung##Tiago Rodrigues de Magalhães##Jaram Park##Sungwon Han##Bimal Viswanath##Matheus Araújo##Daniele Quercia,applied_data_mining##artificial_intelligence##online_social_networks##computational_social_science##web_mining
Diego Alexander  Tibaduiza Burgos (https://orcid.org/0000-0002-4498-596X),unal.edu.co,Universidad Nacional de Colombia,Maribel Anaya Vejar##Francesc Pozo (ORCID iD: 0000-0001...##José Rodellar##Luis Eduardo Mujica##Jaime Vitola Oyaga##Jersson Xavier Leon-Medina (ORCiD:...##Claus-Peter Fritzen##alfredo guemes##Juan Manuel Grosso##Nayibe Chio Cho##Edwin Francisco Forero Garcia##Ricardo Cesar Gomez Vargas##Cristian Velandia Cardenas##César Pedraza Bonilla##Felipe Restrepo-Calle##Jorge Sofrony Esmeral##Rafael Castro##Carlos Andrés Torres Pinzón##Wilman Alonso Pineda Muñoz##Magda Ruiz,exoskeletons##robotics##digital_systems##structural_health_monitoring##pattern_recognition
François Bry,lmu.de,Ludwig-Maximilian University of Munich,Tim Furche##Sebastian Schaffert##Rainer Manthey##Christoph Wieser##Dan Olteanu##Alexander Pohl##James Bailey##Fabian Kneißl##Steffen Hausmann##Jakub Kotowski##Adnan Yahya##Clemens Ley##Joachim Baumeister##Olga Poppe##Jose Julio Alferes##Felix Weigel##Michael Schroeder##Peer Kröger##Thomas Eiter##Georg Gottlob,educational_technology##computational_logic##human_computation
Marc Dymetman,naverlabs.com,nan,Nicola Cancedda##Cyril Goutte##George Foster##Pierre Isabelle##Lucia Specia##Eric Gaussier##Shachar Mirkin##Guillaume BOUCHARD##Wilker Aziz##Jean-Luc Meunier##Michel Simard##Nello Cristianini##Marco Turchi##Christophe Servan##Ergun Biçici##Jean-Michel RENDERS##Aarne Ranta##Benjamin Roth##Shubham Agarwal##Nadi Tomeh,artificial_intelligence##natural_language_processing
Weiguo Fan Patrick Fan,uiowa.edu,University of Iowa,Alan Wang 王刚##Marcos Andre Goncalves##Praveen Pathak##Qianzhou Du##zheng chen##Zhongju Zhang##Dragomir Radev##Mi(Jamie) Zhou##Harris Wu##Benyu Zhang##Alan S Abrahams##Ricardo da Silva Torres##Yufeng Ma##Wei-Ying Ma##Shuicheng Yan Fellow of ACM SAEn...##Linda Wallace##Zhilei (George) Qiao##Lillian N. Cassel##Qiang Yang (杨强）##Marco Cristo,business_intelligence##big_data_analytics##social_media_analytics##business_analytics##text_mining
Fatma Başak Aydemir,boun.edu.tr,Boğaziçi University,John Mylopoulos##Paolo Giorgini##Fabiano Dalpiaz##Jennifer Horkoff##Tong Li (李童)##Elda Paja##Mattia Salnitri##Evellin Cardoso##Alejandro Mate##Luca Piras##Sjaak Brinkkemper##Munindar P Singh##Amit K Chopra##Pınar Yolum##Davide Dell'Anna##Ilker Birbil##Muhammad Tahir Khan##Gregorio Convertino##Ligia Batrinca##Konstantinos Angelopoulos,natural_language_processing##conceptual_modeling##requirements_engineering
Bruce Beynnon,uvm.edu,University of Vermont,nan,osteoarthritis##knee_and_ligament_biomechanics
Zamin Iqbal,ebi.ac.uk,European Bioinformatics Institute,Isaac Turner##Andy Rimmer##Mario Caccamo##Gerton Lunter##Paul Flicek##Adam Auton##Susanne Pfeifer,plasmodium_falciparum##pan_genome##genetic_variation##de_novo_assembly##label_embl_ebi_research_group
Romaric Audigier,cea.fr,nan,nan,artificial_intelligence##computer_vision
Diyi Yang,cc.gatech.edu,Georgia Tech,Eduard Hovy##Zichao Yang##Robert E. Kraut##Jiaao Chen##Tianqi Chen##Dan Jurafsky##Aaron Halfaker##Duen Horng Chau##William Yang Wang##Xuezhi Wang##Joseph Seering##Ian Stewart##Caleb Ziems,artificial_intelligence##computational_social_science##social_computing##natural_language_processing
Tengfei Liu,poly.edu,nan,Zhong-Ping Jiang##David John HILL##Weinan Gao##Zhiliang Zhao##Yiguang Hong,stability_and_control_of_nonlinear_systems_and_applications
Rami Qahwaji,bradford.ac.uk,University of Bradford,Alaa S. Al-Waisy##Peter T Gallagher##David Shaun Bloomfield##Mumtaz Kamala##Hussain Al-Ahmad##Fahad Al-harby##Husni A. Al-Muhtaseb##Marlon Núñez##Raed Abd-Alhameed##Manolis K. Georgoulis##Sabri A. Mahmoud##Veronique Delouille##Alberto García-Rigo##Manuel Hernández-Pajares##Jie Zhang,artificial_intelligence##digital_health##visual_computing##image_signal_processing##space_weather
Guanrong Chen,cityu.edu.hk,City University of Hong Kong,nan,nonlinear_dynamics##complex_networks##control_systems
Yuan Wang （王沅）,math.fau.edu,Florida Atlantic University,Eduardo Sontag##Zhong-Ping Jiang##David Angeli##Brian P Ingalls##Daizhan Cheng##Iven Mareels##Laurent PRALY##Jose Luis Mancilla-Aguilar##Sette Diop##Hanqi Zhuang,mathematical_control_theory
Avi Goldfarb,rotman.utoronto.ca,University of Toronto,Ajay Agrawal##Chris Forman##Catherine Tucker##Joshua Gans##Christian Catalini##Anindya Ghose##Mo Xiao##Florenta Teodoridis##Jeff Prince##Brian Silverman##dranove##James D Campbell##Sampsa Samila##Ryan C. McDevitt##Avery Haviv##Mengze Shi##Brett R. Gordon##Yang Li##Shane Greenstein,nan
Thiago Salles,dcc.ufmg.br,Universidade Federal de Minas Gerais,Marcos Andre Goncalves##Leonardo Chaves Dutra da Rocha##Wagner Meira Jr.##fernando mourao##Felipe Viegas##Gisele L. Pappa##Sérgio Canuto##Isac Sandin Ribeiro##Hilton de Oliveira Mota##Alberto H. F. Laender##Eli Cortez##Mirella M. Moro##Clodoveu Davis##Altigran Soares da Silva##Daniel Hasan Dalip##Jussara M. Almeida##Darlinton Carvalho##Daniel Ratton Figueiredo##Raphael Rodrigues Campos##Joao Palotti,artificial_intelligence
Diana Rieger,ifkw.lmu.de,LMU Munich,Lena Frischlich##Peter Vorderer##Leonard Reinecke##Tim Wulf##Sophie Janicke-Bowles##Mary Beth Oliver##Markus Appel##Johannes Breuer##Enny Das##Tilo Hartmann##Katherine Dale##Michael D. Slater##Arthur A. Raney##MARIE-LOUISE MARES##Nicole Krämer##James D. Ivory##John Velez##Nick Bowman (包尼克)##Sabine Reich##Adrian Meier,entertainment_research##propaganda##mobile_communication##extremism
Frank McSherry,materialize.io,nan,nan,differential_privacy##graph_computation##distributed_systems
Martin Ebner,tugraz.at,Graz University of Technology,Sandra Schön##Andreas Holzinger##Behnam TARAGHI##Michael Kopp##Mohammad Khalil##Markus Ebner##Martin Schön##Josef Wachtler##Matthias Rohs,mooc##tel##elearning##open_educational_resources##learning_analytics
Laurent Vercouter,insa-rouen.fr,INSA de Rouen,Jordi Sabater-Mir##Jomi Fred Hübner##olivier boissier##Jeffrey S. Rosenschein##Pr. Noury Bouraqadi##Patrick Taillandier##Andreas Herzig##Maret Pierre##Anarosa Alves Franco Brandão##Emiliano Lorini##Alexandre Pauchet##Julien Saunier##zaher yamak##Yves Demazeau##Francois Jacquenet##Luis Gustavo Nardin##Jean-Paul Jamont##Chaignaud Nathalie##Cristiano Castelfranchi##Dominique Longin,multiagent_systems##trust_management##privacy_enhancing_technologies
Teresa Street,ndm.ox.ac.uk,University of Oxford,nan,metagenomic_sequencing
Alexander Schätzle,badenIT.de,nan,Georg Lausen##Martin Zablocki##Thomas Hornung##Anthony Arrascue,semantic_web##big_data##hadoop##data_lake
Yang Liu,cam.ac.uk,University of Cambridge,Huw Price##Haim Gaifman,logic##decision##ai##probability
Khalid Qaraqe,tamu.edu,nan,Erchin Serpedin PhD##Mohamed Abdallah##Qammer H. Abbasi SMIEEE FRSA##Muhammad Ismail##Muhammad Zeeshan Shakir##Imran Shafique Ansari##Dr Akram Alomainy##Huseyin Arslan##Hasari Celebi##Kamel Tourki##Zied Bouida##Ke Yang##Muhammad Ali Imran##Hassan El-Sallabi##Gaofeng Pan##Hongjiang Lei##Mohamed Kashef (Mohamed Hany)##Hong-Chuan Yang##Syed Imtiaz Hussain##I. Safak Bayram,communication_theory_wireless_communications
Raef Bassily,osu.edu,Ohio State University,Adam Smith##Abhradeep Guha Thakurta##Sennur Ulukus##Uri Stemmer##Kobbi Nissim##Jonathan Ullman##Shay Moran##Atanas Rountev##Hailong Zhang##Thomas Steinke##Mikhail (Misha)  Belkin##Siyuan Ma##Kunal Talwar##Aylin Yener##Matthieu Bloch##Ender Tekin##Jianwei Xie##Amir Yehudayoff##Jonathan Shafer##Om Thakkar,security##information_and_coding_theory##artificial_intelligence##privacy_preserving_data_analysis
Spencer Kelly,colgate.edu,Colgate University,Asli Ozyurek##Ruth Church##Judith Holler##Susan Goldin-Meadow##Dale J. Barr##Susan Wagner Cook##Howard Nusbaum##Eric Maris##Alexandra Key##April Bailey##Jana Iverson##Martha W. Alibali##Manuela (Manu) Schuetze##Ivan Toni##Thomas C Gunter##Idil Kokal (Risacher)##Kimberly A. Schonert-Reichl##Lindsay Hinzman##Annie Zheng##Bruce C. Hansen,language##hand_gesture##multimodal_communication
