Edward Fox,vt.edu,Virginia Tech,Marcos Andre Goncalves##Weiguo Fan Patrick Fan##Lillian N. Cassel##Ricardo da Silva Torres##Ghaleb Abdulla##Steve Sheetz##Lenwood S. Heath##Richard Furuta##Andrea Kavanaugh##Hussein Suleman##Gail McMillan##Jeffrey Pomerantz##Uma Murthy##Lin Tzy Li##Lois M. L. Delcambre##Gerard Salton (1927-1995)##Sanghee Oh (오상희)##Manuel A. Pérez-Quiñones##Mohamed Magdy Gharib Farag##gary marchionini,1
Sajal K. Das,mst.edu,nan,Mainak Chatterjee##Preetam Ghosh##M. Kumar##Diane J Cook##Dr Archan MISRA _##Nirmalya Roy##Jiannong Cao##Samik Ghosh##Marco Conti##Giuseppe Anastasi##Mario Di Francesco##Nilanjan Banerjee##Azzedine Boukerche##Abhishek Roy##Damla Turgut##Rupak Biswas##Ashutosh Dutta##Na Li##Francesco Restuccia##Debraj De PhD,1
Jinwei Liu,clemson.edu,nan,Haiying (Helen) Shen##Husnu S. Narman##Wingyan Chung##Long Cheng##Hongmei Chi##Ze Li##Yangyang He##Kang Chen##Jianwei Liu##Liuhua Chen##Hongxin Hu##Ankur Sarker##Lai Vincent##Xinlin Tang##Zhuozhao Li,1
Jonathan Cohen,com.haifa.ac.il,University of Haifa,Yariv Tsfati##Nurit Tal-Or##Michael D. Slater##Gabriel Weimann##Lance Holbert Ph.D.##Albert C. Gunther##Benjamin K. Johnson##David Ewoldsen##Keren Eyal##Nathan Walter##Tamir Sheafer##Miriam Metzger##dana weimann-saks##Mary Beth Oliver##Oren Livio##Arienne Ferchaud##Erica Bailey##Chun Yang##Markus Appel##Ingmar Weber,1
Richard Furuta,cs.tamu.edu,Texas A&amp;M University,Frank Shipman##Carlos Monroy##Hamed Alhoori##Paul Logasa Bogen II##Filipe Castro,1
Aurelio Lopez-Lopez,inaoep.mx,INAOE,nan,1
Michael Chau,business.hku.hk,University of Hong Kong,nan,1
Gari Clifford,physionet.org,nan,Qiao Li##Julien Oster##Lionel Tarassenko##Shamim Nemati##Patrick McSharry##Chengyu Liu##Reza Sameni##Alistair Johnson##Amit Shah##Ikaro Silva##Mauricio Villarroel##David Springer##Tingting Zhu##Li-wei H. Lehman##David A. Clifton##Fernando Andreotti##Mohammad B. SHAMSOLLAHI##Supreeth P Shashikumar##Francisco Azuaje##Rachel Hall-Clifford,1
Jeffrey Pomerantz,pomerantz.name,nan,Edward Fox##Sanghee Oh (오상희)##R. David Lankes##D. Christopher Brooks##Eden Dahlstrom##Barbara Wildemuth##Lili Luo##Scott Nicholson##gary marchionini##Cassidy R. Sugimoto##Fred Stutzman##Christopher Oswald##Jeffrey A. Greene##Lorri Mon##Javed Mostafa##Yvonne Belanger##Timothy D. Bowman##Lynn Silipigni Connaway##June Abbas##Uma Murthy,1
Nurit Tal-Or,com.haifa.ac.il,Univ. of Haifa,nan,1
Alan Wang 王刚,vt.edu,Virginia Tech,Weiguo Fan Patrick Fan##Hsinchun Chen##Michael Chau##Jennifer Jie Xu##Alan S Abrahams##Wingyan Chung##Mi(Jamie) Zhou##Hong Hong##Zhilei (George) Qiao##Zhongju Zhang##Xiaomo Liu##Qianzhou Du##Daniel Dajun Zeng ##Xuan Zhang##T. Warren Liao##Aditya Johri##Siddharth Kaza##Shihao Zhou##Harry J. Wang##Xiangbin Yan,1
Donald  Adjeroh,csee.wvu.edu,West Virginia University,nan,1
Xinlin Tang,fsu.edu,Florida State University,nan,1
D. Christopher Brooks,thetambellinigroup.com,nan,Eden Dahlstrom##Sehoya Cotner##Aimee Whiteside##Kem Saichaie##Joseph A. Konstan##Michael D. Ekstrand##Catherine Solheim##Cissy Ballen##Jodi Sandfort,1
Kem Saichaie,ucdavis.edu,University of California Davis,nan,1
Carlos A Reyes-Garcia,inaoep.mx,Instituto Nacional de Astrofisica Optica y Electronica,nan,1
Hashim Sharif,illinois.edu,nan,Ashish Gehani##Sasa Misailovic##Vikram Adve##Sarita Adve##Muhammad Ali Gulzar,1
Catherine Solheim,umn.edu,University of Minnesota,nan,1
Hayde Peregrina-Barreto,ieee.org,nan,José de Jesús Rangel-Magdaleno##Juan Manuel Ramirez-Cortes##Ivan Ramon Terol Villalobos##Roberto Morales Caporal##Israel Cruz Vega##D. Hernandez-Contreras##Ramirez-San-Juan Julio Cesar##Pilar Gómez-Gil##Jesus A. Gonzalez##Carlos Morales-Perez##J. Gabriel Avina-Cervantes##Hugo Jiménez Hernández##E. Morales-Vargas##O. sandre hernandez##Orihuela-Espina Felipe##Jonás Grande Barreto,1
Lynn Silipigni Connaway,oclc.org,OCLC Research,Chirag Shah##Vanessa Kitzie##John Budd##Lorcan Dempsey##Patrick Confer##Susan Searing##Nicole Cooke##Jeffrey Pomerantz##Keith H. Brigham##Erik Choi##Sally Jo Cunningham##Pnina Fichman / Pnina Shachaf##Scott Nicholson##Donna Lanclos PhD,1
Ashish Gehani,sri.com,SRI,John Reif##Vinod Yegneswaran##Surendar Chandra##Gabriela (Cretu) Ciocarlie##Tanu Malik##Hasanat Kazmi##Dongyan Xu##Thomas H. LaBean##Kyu Hyung Lee##Shiqing Ma##Yonghwi Kwon##Somesh Jha##Xiangyu Zhang##Dr. Hassen Saidi##Hashim Sharif##Mark-Oliver Stehr##Amin Vahdat##EJ Jung##Hasnain Lakhani##Natarajan Shankar,1
Daniel Dajun Zeng ,ia.ac.cn,nan,nan,1
Albert C. Gunther,wisc.edu,University of Wisconsin-Madison,Douglas Storey,1
Fred Stutzman,unc.edu,UNC-Chapel Hill,nan,1
June Abbas,ou.edu,University of Oklahoma,nan,1
Shamim Nemati,ucsd.edu,UCSD,Gari Clifford##Bradley A Edwards##James P. Butler##Ryan P. Adams##Joon Lee##Lee E. Miller##Reza Sameni##Ikaro Silva##Darrel Francis##Violeta Monasterio,1
Osorio Mauricio,udlap.mx,Universidad de  las Américas Puebla,Juan Carlos Nieves##Juan Antonio Navarro Pérez##Ulises Cortes##Bharat Jayaraman##Magdalena Ortiz##Jürgen Dix##David Ricardo Sol-Martinez##Jesus A. Gonzalez##Juan Carlos Acosta Guadarrama##Roberto Confalonieri##Christine Solnon##Víctor Cuevas-Vicenttín,1
Julien Oster,inserm.fr,Inserm,Gari Clifford##Olivier Pietquin##Fernando Andreotti##Qiao Li##Alistair Johnson##Sebastian Zaunseder##Tingting Zhu##Reza Sameni##Ikaro Silva##Shamim Nemati##Joris Pascal##Matthieu Geist,1
Joon Lee,ucalgary.ca,University of Calgary,Leo Anthony Celi##Daniel Scott##Tom Chau##Michael D. Howell MD MPH##Joel A Dubin##David M Maslove##Mengling 'Mornin' Feng##Anis Sharafoddini##Ikaro Silva##Li-wei H. Lehman##Ben Kim##Shamim Nemati##Mark Shrime MD MPH PhD FACS,1
Hani Hagras,essex.ac.uk,University of Essex,Christian Wagner,1
Rupak Biswas,nasa.gov,NASA,nan,1
Gerard Salton (1927-1995),No verified email,nan,James Allan##Clement Yu##Mandar Mitra##Ellen Voorhees##Donna Harman##Robert Waldstein##Yiyu Yao (Y.Y. Yao 姚一豫)##Mortimer Taube,1
Thomas H. LaBean,ncsu.edu,North Carolina State University,Erik Winfree##Dave Sebba##Jane S. Richardson##Harish Chandran##Simon Lovell##Michail G. Lagoudakis##Ashutosh Chilkoti##Kam w Leong##Wing Kam Liu##Hugen Yan (晏湖根),1
Joseph A. Konstan,umn.edu,University of Minnesota,Badrul M. Sarwar##F. Maxwell Harper##Loren Terveen##George Karypis##Sean M. McNee##Brian P. Bailey##Al Borchers##Michael D. Ekstrand##Shyong (Tony) Lam##Istvan Albert##David A. Maltz##Robert E. Kraut##Laura J. Gurak##Dan Cosley##Keith Horvath##Nathan Good##Yan Chen##Cai-Nicolas Ziegler##Aditya Pal,1
Lillian N. Cassel,villanova.edu,Villanova University,nan,1
Juan Antonio Navarro Pérez,google.com,Google,Osorio Mauricio##Andrey Rybalchenko##Andrei Voronkov##Nikos Gorogiannis##Meeyoung Cha##Hamed Haddadi##James Brotherston##Carsten Fuhs##Nuno P. Lopes##Mihaela Sighireanu,1
Sarita Adve,illinois.edu,University of Illinois at Urbana-Champaign,nan,1
Cassidy R. Sugimoto,gatech.edu,nan,Vincent Larivière##Blaise Cronin##Chaoqun Ni##Andrew Tsou##Mike Thelwall##Dakota Murray##Ying Ding##Timothy D. Bowman##Nicolás Robinson-García##Rodrigo Costas##Erjia Yan##Stephen C Finlay##Staša Milojević##Philippe Mongeon##Zaida Chinchilla-Rodríguez##Terrell Russell##Michael Mattioli##Hamid Ekbia##Adèle Paul-Hus##Scott B. Weingart,1
F.L. Lewis,uta.edu,University of Texas at Arlington,Ali Davoudi##Hamidreza Modares##Kyriakos G. Vamvoudakis##Draguna Vrabie##Murad Abu-Khalaf##Jagannathan Sarangapani or S. Jaga...##Abhijit Das##Hongwei Zhang##Bahare Kiumarsi##Aydin Yesildirek##Octavian Pastravanu,1
Andrew Tsou,umail.iu.edu,Indiana University,nan,1
Yiyu Yao (Y.Y. Yao 姚一豫),cs.uregina.ca,University of Regina,Jiming Liu##Bing Zhou##Pawan Lingras##JingTao Yao (姚静涛)##Xiaofei Deng##Tianrui Li (李天瑞)##Hong Yu##Jiye Liang##Andrzej Skowron##Dominik Slezak##Lusheng Wang##Mengjun Hu##Jiajin Huang##Orland Hoeber##Witold Kinsner##Huaxiong Li##Witold Pedrycz##Dun Liu (刘盾)##Yi Zeng##Cory J Butz,1
Amit Shah,emory.edu,Emory University,nan,1
Xuan Zhang,vt.edu,Virginia Tech,Weiguo Fan Patrick Fan##Alan Wang 王刚##Zhilei (George) Qiao##Mi(Jamie) Zhou##Edward Fox##Qianzhou Du##Mohamed Magdy Gharib Farag##Tarek Kanan##Da Zhang##Aman Ahuja##Chandan K. Reddy##Richard Gruss##Alla Rozovskaya##Saurabh Chakravarty##ARIJIT RAY##Arijit Ray,1
Nikos Gorogiannis,fb.com,nan,James Brotherston##Anthony Hunter##Franco Raimondi##Diletta Romana Cacciagrano##Rosario Culmone##Leonardo Mostarda##Peter O'Hearn##Juan Antonio Navarro Pérez##Mark D. Ryan##Ilya Sergey##Rasmus Lerchedahl Petersen##Flavio Corradini##Carsten Fuhs##Giuseppe Primiero##Joel Ouaknine##Christoph Haase##Reuben N. S. Rowe##Sam Blackshear##Kelly Androutsopoulos##Bob Fields,1
James V. Hansen,byu.edu,Brigham Young University,nan,1
Cai-Nicolas Ziegler,informatik.uni-freiburg.de,Albert-Ludwigs-Universität Freiburg,Georg Lausen##Joseph A. Konstan##Sean M. McNee##Lars Schmidt-Thieme##Jennifer Golbeck##Ernesto Diaz-Aviles##Thomas Hornung##Christian Vögele,1
David G. Dobolyi,nd.edu,University of Notre Dame,Ahmed Abbasi##Chad Dodson##Daniel Willingham##Brent Kitchens##Michael Kubovy##Scott Barton,1
David Gefen,Drexel.edu,Drexel University,Detmar Straub##Paul A. Pavlou##Marie-Claude Boudreau##Izak Benbasat##Merrill Warkentin##Elena Karahanna##Gaurav Bansal##René Riedl##Edward Rigdon##Fatemeh “Mariam” Zahedi##Erran Carmel##Tsipi Heart##Kai R. Larsen##Mark Keil##Yossi Lichtenstein,1
Steve Sheetz,vt.edu,Virginia Tech,nan,1
Joris Pascal,fhnw.ch,University of Applied Sciences and Arts Northwestern Switzerland,nan,1
Sanghee Oh (오상희),cnu.ac.kr,Chungnam National University,Jeffrey Pomerantz##Chirag Shah##Soojung Kim##Barbara Wildemuth##Adam Worrall##Min Sook Park##Hengyi Fu##Jongwook Lee##Yan Zhang##Zhe He##Laura Sheble##Songphan Choemprayong##gary marchionini##Diane Kelly##Cassidy R. Sugimoto,1
Robyn Lutz,iastate.edu,Iowa State University,Josh Dehlinger##Samik Basu##Vasant G Honavar##Jane Cleland-Huang##Jack H. Lutz##Guy Helmer##Katerina Goseva Popstojanova##Steve Easterbrook##Divita Mathur##Gerald C. Gannod##Titus H. Klinge##Eric R. Henderson##Seyedehzahra Khoshmanesh##Chris Strasburg##Thomas R Devine##David Weiss##Tim Menzies##Jane Huffman Hayes##Mats Heimdahl##Andrew Miner,1
Ricardo da Silva Torres,ntnu.no,Norwegian University of Science and Technology,Jurandy Almeida##Jefersson A. dos Santos##Daniel Carlos Guimarães Pedronette##Falcao A.X.##Otávio A. B. Penatti##Marcos Andre Goncalves##Patricia Morellato##Dr. Anderson Rocha (Associate Profes...##Neucimar J. Leite##Fabio Augusto Faria##Rodrigo Tripodi Calumby##Lin Tzy Li##Eduardo Valle##Claudia Bauzer Medeiros##Nádia P. Kozievitch##João Paulo Papa##Weiguo Fan Patrick Fan##Rafael de Oliveira Werneck##Uma Murthy##Rubens Augusto Camargo Lamparelli,1
Manuel A. Pérez-Quiñones,uncc.edu,UNCC,Stephen Edwards##Andrea Kavanaugh##Manas Tungare##Rob Capra##Edward Fox##Pardha Pyla##Mary Beth Rosson##Naren Ramakrishnan##Lillian N. Cassel##Ben Hanrahan##Weiguo Fan Patrick Fan##Saverio Perugini##Scott McCrickard##Ravi Vatrapu##Tony Allevato##John Sibert##B. Joon Kim##John Tedesco##Jason Snyder##Kibum Kim,1
Uma Murthy,vt.edu,Virginia Tech,nan,1
Leopoldo Altamirano Robles,inaoep.mx,Instituto Nacional de Astrofisica Optica y Electronica,Jesus A. Gonzalez,1
Chirag Shah,uw.edu,University of Washington,Roberto González-Ibáñez##Erik Choi##Vanessa Kitzie##gary marchionini##Nicholas Belkin##Sanghee Oh (오상희)##Jiqun LIU##Chathra Hendahewa##Lynn Silipigni Connaway##Rob Capra##Diane Kelly##Muge Haseki##Yiwei Wang##Preben Hansen##Long T. Le##W. Bruce Croft##Dongho Choi##Gene Golovchinsky##Laure Soulier##Lynda Tamine,1
James Allan,cs.umass.edu,University of Massachusetts Amherst,Victor Lavrenko##W. Bruce Croft##Gerard Salton (1927-1995)##Mark D. Smucker##Giridhar Kumaran##Ben Carterette##Anton Leuski##Ramesh Maruthi Nallapati##Xing Yi##Henry Feild##Jamie Callan##R. Manmatha##Fernando Diaz##Yiming Yang##Ron Bekkerman##Mark Sanderson##Elif Aktolga,1
Steve Easterbrook,cs.toronto.edu,University of Toronto,Marsha Chechik##Bashar Nuseibeh##Mehrdad (Mike) Sabetzadeh##Nan Niu##Shiva Nejati##Jorge Aranda##Colin C. Venter##Birgit Penzenstadler##Ruzanna Chitchyan##Christoph Becker##Jennifer Horkoff##Susan Elliott Sim##Eric Yu##John Mylopoulos##Anthony Finkelstein##Jeff Kramer##Margaret-Anne Storey##Yijun Yu##Markus Strohmaier##Neil A. Ernst,1
Kyu Hyung Lee,uga.edu,University of Georgia,nan,1
Eduardo Valle,dca.fee.unicamp.br,University of Campinas,Sandra Avila##Arnaldo de Albuquerque Araujo##Matthieu Cord##Ricardo da Silva Torres##Dr. Anderson Rocha (Associate Profes...##Michel Fornaciali##Otávio A. B. Penatti##Ramon Pires##Mauricio Perez##Siome Goldenstein##Jacques Wainer##Vanessa Testoni PhD##Afonso Menegola##Alceu Bissoto##Daniel Moreira##Daniel Bastos Moraes##Pedro Tabacof##Nicolas Thome##Fillipe Dias Moreira de Souza##Herbert F Jelinek,1
Michail G. Lagoudakis,intelligence.tuc.gr,Technical University of Crete,Ronald Parr##Sven Koenig##Michael Littman##Pinar Keskinocak##Craig Tovey##Adam Meyerson##David Kempe##Nikolaos I. Spanoudakis##Christos Dimitrakakis##Luis Montano##Carlos Guestrin##Evangelos Markakis##Nikolaos Kofinas##Thomas H. LaBean##Alejandro R. Mosteo##Alexandros Paraschos##Ioannis Rexakis##Bill Manaris##Georgios Pierris PhD##Anthony S. Maida,1
Richard Gruss,radford.edu,Radford University,gary marchionini,1
Michel Fornaciali,einstein.br,nan,Eduardo Valle##Sandra Avila##Ramon Pires##Lin Tzy Li##Alceu Bissoto##Micael Cabrera Carvalho##Fábio Perez,1
Luis Montano,unizar.es,University of Zaragoza,Javier Minguez##Luis Montesano##Luis Riazuelo##Alejandro R. Mosteo##J.M. Martínez Montiel##Danilo Tardioli##Pablo Urcola##Juan D. Tardós##José Santos-Victor##Domenico Sicignano##Javier Civera##Michael Beetz##Mayte Lázaro##Michail G. Lagoudakis##Alejo Concha##Lars Kunze##Dorian Gálvez-López##Thierry Simeon##Rachid Alami##Ana C. Murillo,1
Guanpi Lai,email.arizona.edu,nan,nan,1
Dongyan Xu,purdue.edu,Purdue University,Xiangyu Zhang##Junghwan "John" Rhee##Zhiqiang Lin##Brendan D. Saltaformaggio##Ramana KOMPELLA##Ryan Riley##Zhongshu Gu##Ardalan Kangarlou##Zhui Deng##Baochun Li##Mohamed Hefeeda##Catherine Rosenberg##sebastien goasguen##Chung Hwan Kim##Eugene H. Spafford##Hui Lu##Gopal Pandurangan##Zhi Wang##Xiaohui (Helen) Gu (顾晓晖）##Nick Sumner,1
Ben Hanrahan,ist.psu.edu,Penn State,nan,1
Lee E. Miller,northwestern.edu,Northwestern,Sara A. Solla##Christian Ethier##Konrad Paul Kording##Emily Oby##Matthew G. Perich##Eric J Perreault##Marc W Slutzky##Juan Álvaro Gallego##Raeed H. Chowdhury##Nicholas G Hatsopoulos##Brian London##Sliman Bensmaia##Ian Stevenson##Stan Gielen##Matthew J Bauman PhD##Thomas Sinkjær##Nicholas Sachs##Kevin Kilgore##Pavan Ramkumar##Andrew Fagg,1
Robert Waldstein,waldste.in,nan,nan,1
Brian London,u.northwestern.edu,Northwestern University,nan,1
Tianjun Fu,email.arizona.edu,University of Arizona,nan,1
Georg Lausen,informatik.uni-freiburg.de,Universität Freiburg,Thomas Hornung##Alexander Schätzle##Cai-Nicolas Ziegler##Martin Zablocki##Bertram Ludäscher##Michael Kifer##Michael Meier##Joseph A. Konstan##Andreas Oberweis,1
Mats Heimdahl,umn.edu,University of Minnesota,Michael W Whalen##Sanjai Rayadurgam##N Leveson##Anitha Murugesan##Ajitha Rajan##Gregory Gay##Yunja Choi##Oleg Sokolsky##Insup Lee##Darren Cofer##Tim Menzies##Dongjiang You##Andrew Gacek##Willem Visser##Jane Huffman Hayes##Danielle Stewart##Jane Cleland-Huang##Ian J. De Silva##Robyn Lutz##Patrick Mäder,1
D. Hernandez-Contreras,susu.inaoep.mx,INAOE,nan,1
John Mylopoulos,cs.toronto.edu,nan,Paolo Giorgini##Eric Yu##Alexander Borgida##Anna Perini##Lawrence Chung##Yijun Yu##Matthias Jarke##Jaelson  Castro##Manuel Kolp##Jennifer Horkoff##Angelo Susi##Fausto Giunchiglia##Fabio Massacci##Alexei Lapouchnian##Ivan Jureta##Nicola Zeni##Neil A. Ernst##Julio Cesar Sampaio do Prado Leite##Kostas Kontogiannis##Vítor E. Silva Souza,1
Andrzej Skowron,mimuw.edu.pl,University of Warsaw,nan,1
Ikaro Silva,philips.com,Philips,Gari Clifford##Qiao Li##Alistair Johnson##Ryan S. McGinnis##Shyamal Patel##Reza Sameni##Roozbeh Ghaffari##Joon Lee##Daniel Scott##Michael J Epstein##Tingting Zhu##Shamim Nemati##Bradley A Edwards##James P. Butler##Mohammad Mahdi Ghassemi##zhenyu.zhang##Hong Ren Wu##Daniel Scott,1
Benjamin K. Johnson,ufl.edu,University of Florida,Silvia Knobloch-Westerwick##Judith E. Rosenbaum##Allison Eden##Michael D. Slater##David Ewoldsen##Rachel L. Neo##Brandon Van Der Heide##Jonathan Cohen##Leonard Reinecke##Cornelia Mothes##Jolanda Veldhuis##R. Kelly Garrett##Aysenur Dal##Yariv Tsfati##Shira Dvir-Gvirsman##Mao Vang##Serena Daalmans##Tilo Hartmann##Giulia Ranzini##Sara M. Grady,1
Witold Kinsner,umanitoba.ca,University of Manitoba,nan,1
gary marchionini,ils.unc.edu,university of north carolina chapel hill,Ben Shneiderman##Anita Komlodi##Catherine Plaisant##Chirag Shah##Ryen W. White##Xia Lin##Rob Capra##Dagobert Soergel##Douglas W. Oard##Terrell Russell##Stephanie W Haas##Richard Gruss##Jeffrey Pomerantz##Fred Stutzman##Barbara Wildemuth##Richard Furuta##Hermann Maurer##Laura Slaughter##Yan Zhang##Annie T. Chen,1
Brendan D. Saltaformaggio,ece.gatech.edu,Georgia Institute of Technology,Dongyan Xu##Xiangyu Zhang##Zhongshu Gu##Yonghwi Kwon##Rohit Bhatia##Omar Alrawi##Ranjita Pai Kasturi##Ruian Duan##Golden G. Richard III##Hui Lu##Luo Si##Kexin Pei##Shiqing Ma##A. Ali-Gombe##Ramana KOMPELLA##Zhui Deng##Nick Sumner##Cong Xu##Chung Hwan Kim##Kyu Hyung Lee,1
Mao Vang,osu.edu,Ohio State University,Brandon Van Der Heide##Benjamin K. Johnson##Jesse Fox,1
Jongwook Lee,knu.ac.kr,Kyungpook National University,Sanghee Oh (오상희)##Fang Wang##Micah Vandegrift,1
Dun Liu (刘盾),swjtu.cn,Southwest Jiaotong University,Tianrui Li (李天瑞)##Decui Liang (梁德翠)##Junbo Zhang（张钧波）##Witold Pedrycz##Yiyu Yao (Y.Y. Yao 姚一豫)##Simon X. Yang,1
Hugo Jiménez Hernández,cidesi.edu.mx,nan,Jose-Joel Gonzalez-Barbosa##Ivan Ramon Terol Villalobos##Alberto Vázquez-Cervantes##Diana-Margarita Córdova-Esparza##J.A. Soto-Cajiga##Teresa Hernández -Díaz##Juan R. Terven##Alfonso Gómez Espinosa##Juvenal Rodríguez Reséndiz##LUCIANO NAVA BALANZAR##Josué-Rafael Montes##Fernando Carrizosa Corral##Alfonso Ramírez Pedraza##Edrei Reyes-Santos##Noé Amir Rodríguez Olivares##Alejandro Gómez Hernández##Pérez-Ramos Jorge-L.##Ma. Teresa García Ramírez##Luis-Kayrumet Pérez Buigas##Hugo Santacruz-Reyes,1
Lawrence Chung,utdallas.edu,University of Texas at Dallas,nan,1
Roberto Confalonieri,unibz.it,Free University of Bozen-Bolzano,Oliver Kutz##Marco Schorlemmer##Manfred Eppe##Javier Vazquez-Salceda##Juan Carlos Nieves##Rafael Peñaloza##Carles Sierra##Dave de Jonge##Matthew Yee-King##Nardine Osman##Mark d'Inverno##Maximos Kaliakatsos-Papakostas##Sergio Alvarez-Napagao##Leila Amgoud##Emilios Cambouropoulos##Alison Pease##Joseph Corneli##Osorio Mauricio##Steven Willmott##Sandra Ortega-Martorell,1
Joel A Dubin,uwaterloo.ca,University of Waterloo,nan,1
Dakota Murray,northeastern.edu,nan,Cassidy R. Sugimoto##Vincent Larivière##Rodrigo Costas##Nicolás Robinson-García##Zaida Chinchilla-Rodríguez##Ying Ding##Yi Bu (步一)##Kyle Siler,1
Andrea Kavanaugh,vt.edu,Virginia Tech,Manuel A. Pérez-Quiñones##Steve Sheetz##Edward Fox##John M. Carroll##Mary Beth Rosson##Debbie Denise Reese##B. Joon Kim##Scott J. Patterson##Lin Tzy Li##Joseph Turow##Joseph Schmitz##John Tedesco##Lexing Xie##Apostol (Paul) Natsev##Rodrigo Sandoval-Almazan##Karen Hult##Mohamed Magdy Gharib Farag##Jaideep Godara##Naren Ramakrishnan##Jane Fedorowicz,1
Detmar Straub,gsu.edu,nan,David Gefen##Elena Karahanna##Marie-Claude Boudreau##Karen D Loch##Soon Ang##Arun Rai##Christian M. Ringle##Marko Sarstedt##Adamantios Diamantopoulos##Rose Gregory M##Roberto Evaristo##Richard Baskerville##Stacie Petter##Jörg Henseler##Joseph F. Hair Jr.##Anthony Vance##Edward Rigdon##Andrew Burton-Jones##Izak Benbasat##Richard Watson,1
Diletta Romana Cacciagrano,unicam.it,University of Camerino,nan,1
