author_name,email,affiliation,coauthors_names,research_bag_of_words
Gabriel Weimann,com.haifa.ac.il,University of Haifa,Jonathan Cohen##Wingyan Chung##Gadi Wolfsfeld,['polit', 'commun', 'terror', 'media', 'effect']
Lenin Mookiah,students.tntech.edu,nan,William Eberle##Lawrence Holder##Ambareen Siraj##Dr. Sirisha Velampalli##Talbert DA,['graph', 'mine', 'anomali', 'detect', 'news', 'mine']
Diane J Cook,eecs.wsu.edu,Washington State University,Lawrence Holder##Parisa Rashidi##Sajal K. Das##Sumi Helal IEEE Fellow AAAS Fellow...##Vic Callaghan##Armin R. Mikler##Jesus A. Gonzalez##Ehsan Nazerfard##Courtney (Court) Corley##Hani Hagras##Brian K. Lamb##Kevin W. Bowyer##Jesse Hoey##F.L. Lewis##Horst Bunke##Ujjwal Maulik##Sanghamitra Bandyopadhyay##Wei Wang##sanjay chawla,['artifici', 'intellig', 'machin', 'learn', 'smart', 'environ']
Elizabeth Ehrhardt Mustaine,ucf.edu,University of Central Florida,nan,['criminolog', 'victimolog', 'violenc', 'polici', 'survey', 'research']
Madhusudan Therani,engkraft.com,nan,nan,['artifici', 'intellig', 'robot']
Hsinchun Chen,email.arizona.edu,University of Arizona,Daniel Dajun Zeng ##Wingyan Chung,['busi', 'analyt', 'data', 'mine', 'secur', 'informat', 'health', 'informat']
Jesus A. Gonzalez,uta.edu,University of Texas at Arlington,Hugo Jair Escalante##Eduardo Morales##Leopoldo Altamirano Robles##Alejandro Rosales-Pérez##Carlos A Reyes-Garcia##Lawrence Holder##Luis Enrique Sucar##Diane J Cook##Carlos A. Coello Coello##Raquel Díaz Hernández##Manuel Montes-y-Gómez##Hayde Peregrina-Barreto##Aurelio Lopez-Lopez##Luis Villaseñor Pineda##Luis Javier Mena Camare##Osorio Mauricio##Pablo Hernandez-Leal##José de Jesús Rangel-Magdaleno##D. Hernandez-Contreras##Gladys Maestre,['machin', 'learn', 'data', 'mine', 'medic', 'applic', 'remot', 'sens']
Edward Fox,vt.edu,Virginia Tech,Marcos Andre Goncalves##Weiguo Fan Patrick Fan##Lillian N. Cassel##Ricardo da Silva Torres##Ghaleb Abdulla##Steve Sheetz##Lenwood S. Heath##Richard Furuta##Andrea Kavanaugh##Hussein Suleman##Gail McMillan##Jeffrey Pomerantz##Uma Murthy##Lin Tzy Li##Lois M. L. Delcambre##Gerard Salton (1927-1995)##Sanghee Oh (오상희)##Manuel A. Pérez-Quiñones##Mohamed Magdy Gharib Farag##gary marchionini,['digit', 'librari', 'inform', 'retriev', 'multimedia', 'educ', 'linguist']
Sajal K. Das,mst.edu,nan,Mainak Chatterjee##Preetam Ghosh##M. Kumar##Diane J Cook##Dr Archan MISRA _##Nirmalya Roy##Jiannong Cao##Samik Ghosh##Marco Conti##Giuseppe Anastasi##Mario Di Francesco##Nilanjan Banerjee##Azzedine Boukerche##Abhishek Roy##Damla Turgut##Rupak Biswas##Ashutosh Dutta##Na Li##Francesco Restuccia##Debraj De PhD,['cloud', '%', '26', 'distribut', 'comput', 'wireless', '%', '26', 'sensor', 'network', 'mobil', '%', '26', 'pervas', 'comput', 'secur', 'cp', 'iot', '%', '26', 'smart', 'environ']
Jinwei Liu,clemson.edu,nan,Haiying (Helen) Shen##Husnu S. Narman##Wingyan Chung##Long Cheng##Hongmei Chi##Ze Li##Yangyang He##Kang Chen##Jianwei Liu##Liuhua Chen##Hongxin Hu##Ankur Sarker##Lai Vincent##Xinlin Tang##Zhuozhao Li,['cloud', 'datacent', 'big', 'data', 'machin', 'learn', '%', '26', 'data', 'mine', 'wireless', 'sensor', 'network', 'sdn', '%', '26', 'nfv']
Jonathan Cohen,com.haifa.ac.il,University of Haifa,Yariv Tsfati##Nurit Tal-Or##Michael D. Slater##Gabriel Weimann##Lance Holbert Ph.D.##Albert C. Gunther##Benjamin K. Johnson##David Ewoldsen##Keren Eyal##Nathan Walter##Tamir Sheafer##Miriam Metzger##dana weimann-saks##Mary Beth Oliver##Oren Livio##Arienne Ferchaud##Erica Bailey##Chun Yang##Markus Appel##Ingmar Weber,['commun', 'narr', 'persuas', 'identifc', 'parasoci', 'relationship']
Richard Furuta,cs.tamu.edu,Texas A&amp;M University,Frank Shipman##Carlos Monroy##Hamed Alhoori##Paul Logasa Bogen II##Filipe Castro,['digit', 'librari', 'digit', 'human', 'hci']
Aurelio Lopez-Lopez,inaoep.mx,INAOE,nan,['inform', 'process', 'inform', 'retriev', 'natur', 'languag', 'process']
Michael Chau,business.hku.hk,University of Hong Kong,nan,['inform', 'system', 'web', 'mine', 'data', 'mine', 'educ']
Gari Clifford,physionet.org,nan,Qiao Li##Julien Oster##Lionel Tarassenko##Shamim Nemati##Patrick McSharry##Chengyu Liu##Reza Sameni##Alistair Johnson##Amit Shah##Ikaro Silva##Mauricio Villarroel##David Springer##Tingting Zhu##Li-wei H. Lehman##David A. Clifton##Fernando Andreotti##Mohammad B. SHAMSOLLAHI##Supreeth P Shashikumar##Francisco Azuaje##Rachel Hall-Clifford,['signal', 'process', 'machin', 'learn', 'mhealth', 'afford', 'healthcar']
Jeffrey Pomerantz,pomerantz.name,nan,Edward Fox##Sanghee Oh (오상희)##R. David Lankes##D. Christopher Brooks##Eden Dahlstrom##Barbara Wildemuth##Lili Luo##Scott Nicholson##gary marchionini##Cassidy R. Sugimoto##Fred Stutzman##Christopher Oswald##Jeffrey A. Greene##Lorri Mon##Javed Mostafa##Yvonne Belanger##Timothy D. Bowman##Lynn Silipigni Connaway##June Abbas##Uma Murthy,['metadata', 'digit', 'librari', 'evalu', 'assess', 'pedagogi']
Nurit Tal-Or,com.haifa.ac.il,Univ. of Haifa,nan,['media', 'psycholog']
Alan Wang 王刚,vt.edu,Virginia Tech,Weiguo Fan Patrick Fan##Hsinchun Chen##Michael Chau##Jennifer Jie Xu##Alan S Abrahams##Wingyan Chung##Mi(Jamie) Zhou##Hong Hong##Zhilei (George) Qiao##Zhongju Zhang##Xiaomo Liu##Qianzhou Du##Daniel Dajun Zeng ##Xuan Zhang##T. Warren Liao##Aditya Johri##Siddharth Kaza##Shihao Zhou##Harry J. Wang##Xiangbin Yan,['social', 'media', 'analyt', 'data', 'mine', 'text', 'mine', 'inform', 'retriev', 'busi', 'intellig']
Donald  Adjeroh,csee.wvu.edu,West Virginia University,nan,['data', 'structur', 'algorithm', 'bioinformat', 'biomed', 'informat', 'comput', 'vision']
Xinlin Tang,fsu.edu,Florida State University,nan,['enabl', 'busi', 'network', 'busi', 'valu', 'enabl', 'knowledg', 'manag']
D. Christopher Brooks,thetambellinigroup.com,nan,Eden Dahlstrom##Sehoya Cotner##Aimee Whiteside##Kem Saichaie##Joseph A. Konstan##Michael D. Ekstrand##Catherine Solheim##Cissy Ballen##Jodi Sandfort,['nan']
Kem Saichaie,ucdavis.edu,University of California Davis,nan,['activ', 'learn', 'learn', 'space', 'educ', 'technolog', 'educ', 'market', 'educ', 'develop']
Carlos A Reyes-Garcia,inaoep.mx,Instituto Nacional de Astrofisica Optica y Electronica,nan,['inteligencia', 'computacion', 'sistema', 'inteligent', 'conjunto', 'l', '%', 'c3', '%', 'b3gica', 'difusa', 'algoritmo', 'gen', '%', 'c3', '%', 'a9tico', 'reconocimiento', 'de', 'habla']
Hashim Sharif,illinois.edu,nan,Ashish Gehani##Sasa Misailovic##Vikram Adve##Sarita Adve##Muhammad Ali Gulzar,['compil', 'approxim', 'comput', 'program', 'analysi']
Catherine Solheim,umn.edu,University of Minnesota,nan,['nan']
Hayde Peregrina-Barreto,ieee.org,nan,José de Jesús Rangel-Magdaleno##Juan Manuel Ramirez-Cortes##Ivan Ramon Terol Villalobos##Roberto Morales Caporal##Israel Cruz Vega##D. Hernandez-Contreras##Ramirez-San-Juan Julio Cesar##Pilar Gómez-Gil##Jesus A. Gonzalez##Carlos Morales-Perez##J. Gabriel Avina-Cervantes##Hugo Jiménez Hernández##E. Morales-Vargas##O. sandre hernandez##Orihuela-Espina Felipe##Jonás Grande Barreto,['procesamiento', '%', 'c3', '%', 'a1lisi', 'de', 'im', '%', 'c3', '%', 'a1gen']
Lynn Silipigni Connaway,oclc.org,OCLC Research,Chirag Shah##Vanessa Kitzie##John Budd##Lorcan Dempsey##Patrick Confer##Susan Searing##Nicole Cooke##Jeffrey Pomerantz##Keith H. Brigham##Erik Choi##Sally Jo Cunningham##Pnina Fichman / Pnina Shachaf##Scott Nicholson##Donna Lanclos PhD,['nan']
Ashish Gehani,sri.com,SRI,John Reif##Vinod Yegneswaran##Surendar Chandra##Gabriela (Cretu) Ciocarlie##Tanu Malik##Hasanat Kazmi##Dongyan Xu##Thomas H. LaBean##Kyu Hyung Lee##Shiqing Ma##Yonghwi Kwon##Somesh Jha##Xiangyu Zhang##Dr. Hassen Saidi##Hashim Sharif##Mark-Oliver Stehr##Amin Vahdat##EJ Jung##Hasnain Lakhani##Natarajan Shankar,['proven', 'secur']
Daniel Dajun Zeng ,ia.ac.cn,nan,nan,['multi', 'agent', 'system', 'recommend', 'system', 'social', 'comput', 'intellig', 'secur', 'informat', 'public', 'health', 'informat']
Albert C. Gunther,wisc.edu,University of Wisconsin-Madison,Douglas Storey,['commun', 'journal', 'mass', 'media', 'psycholog', 'media', 'audienc']
Fred Stutzman,unc.edu,UNC-Chapel Hill,nan,['privaci', 'social', 'media', 'human', 'comput', 'interact']
June Abbas,ou.edu,University of Oklahoma,nan,['inform', 'scienc', 'tag', 'social', 'web']
Shamim Nemati,ucsd.edu,UCSD,Gari Clifford##Bradley A Edwards##James P. Butler##Ryan P. Adams##Joon Lee##Lee E. Miller##Reza Sameni##Ikaro Silva##Darrel Francis##Violeta Monasterio,['machin', 'learn', 'clinic', 'informat', 'control', 'theori', 'comput', 'physiolog', 'comput', 'neurosci']
Osorio Mauricio,udlap.mx,Universidad de  las Américas Puebla,Juan Carlos Nieves##Juan Antonio Navarro Pérez##Ulises Cortes##Bharat Jayaraman##Magdalena Ortiz##Jürgen Dix##David Ricardo Sol-Martinez##Jesus A. Gonzalez##Juan Carlos Acosta Guadarrama##Roberto Confalonieri##Christine Solnon##Víctor Cuevas-Vicenttín,['first', 'interest', 'second', 'interest', 'logic', 'artifici', 'intellig', 'neurosci']
Julien Oster,inserm.fr,Inserm,Gari Clifford##Olivier Pietquin##Fernando Andreotti##Qiao Li##Alistair Johnson##Sebastian Zaunseder##Tingting Zhu##Reza Sameni##Ikaro Silva##Shamim Nemati##Joris Pascal##Matthieu Geist,['statist', 'signal', 'process', 'biomed', 'engin', 'machin', 'learn', 'model']
Joon Lee,ucalgary.ca,University of Calgary,Leo Anthony Celi##Daniel Scott##Tom Chau##Michael D. Howell MD MPH##Joel A Dubin##David M Maslove##Mengling 'Mornin' Feng##Anis Sharafoddini##Ikaro Silva##Li-wei H. Lehman##Ben Kim##Shamim Nemati##Mark Shrime MD MPH PhD FACS,['health', 'data', 'scienc', 'machin', 'learn', 'artifici', 'intellig', 'digit', 'health', 'mhealth']
Hani Hagras,essex.ac.uk,University of Essex,Christian Wagner,['explain', 'artifici', 'intellig', 'ambient', 'intellig', 'intellig', 'control', 'fuzzi', 'logic', 'system']
Rupak Biswas,nasa.gov,NASA,nan,['nan']
Gerard Salton (1927-1995),No verified email,nan,James Allan##Clement Yu##Mandar Mitra##Ellen Voorhees##Donna Harman##Robert Waldstein##Yiyu Yao (Y.Y. Yao 姚一豫)##Mortimer Taube,['inform', 'retriev']
Thomas H. LaBean,ncsu.edu,North Carolina State University,Erik Winfree##Dave Sebba##Jane S. Richardson##Harish Chandran##Simon Lovell##Michail G. Lagoudakis##Ashutosh Chilkoti##Kam w Leong##Wing Kam Liu##Hugen Yan (晏湖根),['biomolecular', 'self', 'assembl']
Joseph A. Konstan,umn.edu,University of Minnesota,Badrul M. Sarwar##F. Maxwell Harper##Loren Terveen##George Karypis##Sean M. McNee##Brian P. Bailey##Al Borchers##Michael D. Ekstrand##Shyong (Tony) Lam##Istvan Albert##David A. Maltz##Robert E. Kraut##Laura J. Gurak##Dan Cosley##Keith Horvath##Nathan Good##Yan Chen##Cai-Nicolas Ziegler##Aditya Pal,['human', 'comput', 'interact', 'recommend', 'system', 'social', 'comput', 'onlin', 'commun']
Lillian N. Cassel,villanova.edu,Villanova University,nan,['inform', 'retriev', 'web', 'inform', 'interdisciplinari', 'comput', 'digit', 'librari']
Juan Antonio Navarro Pérez,google.com,Google,Osorio Mauricio##Andrey Rybalchenko##Andrei Voronkov##Nikos Gorogiannis##Meeyoung Cha##Hamed Haddadi##James Brotherston##Carsten Fuhs##Nuno P. Lopes##Mihaela Sighireanu,['autom', 'reason', 'program', 'analysi', 'artifici', 'intellig']
Sarita Adve,illinois.edu,University of Illinois at Urbana-Champaign,nan,['comput', 'architectur', 'parallel', 'comput', 'comput', 'system', 'reliabl', 'energi']
Cassidy R. Sugimoto,gatech.edu,nan,Vincent Larivière##Blaise Cronin##Chaoqun Ni##Andrew Tsou##Mike Thelwall##Dakota Murray##Ying Ding##Timothy D. Bowman##Nicolás Robinson-García##Rodrigo Costas##Erjia Yan##Stephen C Finlay##Staša Milojević##Philippe Mongeon##Zaida Chinchilla-Rodríguez##Terrell Russell##Michael Mattioli##Hamid Ekbia##Adèle Paul-Hus##Scott B. Weingart,['scientometr', 'scholarli', 'commun', 'scienc', 'polici', 'scienc', 'commun']
F.L. Lewis,uta.edu,University of Texas at Arlington,Ali Davoudi##Hamidreza Modares##Kyriakos G. Vamvoudakis##Draguna Vrabie##Murad Abu-Khalaf##Jagannathan Sarangapani or S. Jaga...##Abhijit Das##Hongwei Zhang##Bahare Kiumarsi##Aydin Yesildirek##Octavian Pastravanu,['cooper', 'control', 'system', 'nonlinear', 'system', 'optim', 'control']
Andrew Tsou,umail.iu.edu,Indiana University,nan,['comput', 'mediat', 'commun']
Yiyu Yao (Y.Y. Yao 姚一豫),cs.uregina.ca,University of Regina,Jiming Liu##Bing Zhou##Pawan Lingras##JingTao Yao (姚静涛)##Xiaofei Deng##Tianrui Li (李天瑞)##Hong Yu##Jiye Liang##Andrzej Skowron##Dominik Slezak##Lusheng Wang##Mengjun Hu##Jiajin Huang##Orland Hoeber##Witold Kinsner##Huaxiong Li##Witold Pedrycz##Dun Liu (刘盾)##Yi Zeng##Cory J Butz,['three', 'way', 'decis', 'rough', 'set', 'granular', 'comput', 'inform', 'retriev', 'web', 'intellig']
Amit Shah,emory.edu,Emory University,nan,['cardiolog', 'epidemiolog']
Xuan Zhang,vt.edu,Virginia Tech,Weiguo Fan Patrick Fan##Alan Wang 王刚##Zhilei (George) Qiao##Mi(Jamie) Zhou##Edward Fox##Qianzhou Du##Mohamed Magdy Gharib Farag##Tarek Kanan##Da Zhang##Aman Ahuja##Chandan K. Reddy##Richard Gruss##Alla Rozovskaya##Saurabh Chakravarty##ARIJIT RAY##Arijit Ray,['natur', 'languag', 'process', 'softwar', 'engin']
Nikos Gorogiannis,fb.com,nan,James Brotherston##Anthony Hunter##Franco Raimondi##Diletta Romana Cacciagrano##Rosario Culmone##Leonardo Mostarda##Peter O'Hearn##Juan Antonio Navarro Pérez##Mark D. Ryan##Ilya Sergey##Rasmus Lerchedahl Petersen##Flavio Corradini##Carsten Fuhs##Giuseppe Primiero##Joel Ouaknine##Christoph Haase##Reuben N. S. Rowe##Sam Blackshear##Kelly Androutsopoulos##Bob Fields,['static', 'analysi', 'program', 'verif', 'artifici', 'intellig', 'comput', 'complex']
James V. Hansen,byu.edu,Brigham Young University,nan,['artifici', 'intellig', 'machin', 'learn']
Cai-Nicolas Ziegler,informatik.uni-freiburg.de,Albert-Ludwigs-Universität Freiburg,Georg Lausen##Joseph A. Konstan##Sean M. McNee##Lars Schmidt-Thieme##Jennifer Golbeck##Ernesto Diaz-Aviles##Thomas Hornung##Christian Vögele,['recommend', 'system', 'web', 'intellig', 'inform', 'retriev', 'text', 'mine', 'data', 'mine']
David G. Dobolyi,nd.edu,University of Notre Dame,Ahmed Abbasi##Chad Dodson##Daniel Willingham##Brent Kitchens##Michael Kubovy##Scott Barton,['cognit', 'psycholog', 'busi', 'analyt', 'machin', 'learn', 'natur', 'languag', 'process', 'eyewit', 'memori']
David Gefen,Drexel.edu,Drexel University,Detmar Straub##Paul A. Pavlou##Marie-Claude Boudreau##Izak Benbasat##Merrill Warkentin##Elena Karahanna##Gaurav Bansal##René Riedl##Edward Rigdon##Fatemeh “Mariam” Zahedi##Erran Carmel##Tsipi Heart##Kai R. Larsen##Mark Keil##Yossi Lichtenstein,['trust', 'research', 'method', 'ecommerc', 'outsourc', 'sociolinguist']
Steve Sheetz,vt.edu,Virginia Tech,nan,['affect', 'decis', 'make', 'group', 'process', 'system', 'develop']
Joris Pascal,fhnw.ch,University of Applied Sciences and Arts Northwestern Switzerland,nan,['sensor', 'magnet', 'sensor', 'microelectron', 'biomed', 'engin']
Sanghee Oh (오상희),cnu.ac.kr,Chungnam National University,Jeffrey Pomerantz##Chirag Shah##Soojung Kim##Barbara Wildemuth##Adam Worrall##Min Sook Park##Hengyi Fu##Jongwook Lee##Yan Zhang##Zhe He##Laura Sheble##Songphan Choemprayong##gary marchionini##Diane Kelly##Cassidy R. Sugimoto,['social', 'informat', 'health', 'informat', 'human', 'comput', 'interact', 'digit', 'librari']
Robyn Lutz,iastate.edu,Iowa State University,Josh Dehlinger##Samik Basu##Vasant G Honavar##Jane Cleland-Huang##Jack H. Lutz##Guy Helmer##Katerina Goseva Popstojanova##Steve Easterbrook##Divita Mathur##Gerald C. Gannod##Titus H. Klinge##Eric R. Henderson##Seyedehzahra Khoshmanesh##Chris Strasburg##Thomas R Devine##David Weiss##Tim Menzies##Jane Huffman Hayes##Mats Heimdahl##Andrew Miner,['softwar', 'assur', 'softwar', 'safeti', 'molecular', 'program']
Ricardo da Silva Torres,ntnu.no,Norwegian University of Science and Technology,Jurandy Almeida##Jefersson A. dos Santos##Daniel Carlos Guimarães Pedronette##Falcao A.X.##Otávio A. B. Penatti##Marcos Andre Goncalves##Patricia Morellato##Dr. Anderson Rocha (Associate Profes...##Neucimar J. Leite##Fabio Augusto Faria##Rodrigo Tripodi Calumby##Lin Tzy Li##Eduardo Valle##Claudia Bauzer Medeiros##Nádia P. Kozievitch##João Paulo Papa##Weiguo Fan Patrick Fan##Rafael de Oliveira Werneck##Uma Murthy##Rubens Augusto Camargo Lamparelli,['multimedia', 'analysi', 'multimedia', 'retriev', 'machin', 'learn', 'inform', 'visual', 'databas']
Manuel A. Pérez-Quiñones,uncc.edu,UNCC,Stephen Edwards##Andrea Kavanaugh##Manas Tungare##Rob Capra##Edward Fox##Pardha Pyla##Mary Beth Rosson##Naren Ramakrishnan##Lillian N. Cassel##Ben Hanrahan##Weiguo Fan Patrick Fan##Saverio Perugini##Scott McCrickard##Ravi Vatrapu##Tony Allevato##John Sibert##B. Joon Kim##John Tedesco##Jason Snyder##Kibum Kim,['divers', 'comput', 'educ', 'human', 'comput', 'interact', 'person', 'inform', 'manag']
Uma Murthy,vt.edu,Virginia Tech,nan,['digit', 'librari', 'inform', 'retriev', 'person', 'inform', 'manag', 'imag', 'annot']
Leopoldo Altamirano Robles,inaoep.mx,Instituto Nacional de Astrofisica Optica y Electronica,Jesus A. Gonzalez,['comput', 'vision']
Chirag Shah,uw.edu,University of Washington,Roberto González-Ibáñez##Erik Choi##Vanessa Kitzie##gary marchionini##Nicholas Belkin##Sanghee Oh (오상희)##Jiqun LIU##Chathra Hendahewa##Lynn Silipigni Connaway##Rob Capra##Diane Kelly##Muge Haseki##Yiwei Wang##Preben Hansen##Long T. Le##W. Bruce Croft##Dongho Choi##Gene Golovchinsky##Laure Soulier##Lynda Tamine,['inform', 'seek', 'inform', 'retriev', 'recommend', 'system', 'fair', 'ml', 'respons', 'ai']
James Allan,cs.umass.edu,University of Massachusetts Amherst,Victor Lavrenko##W. Bruce Croft##Gerard Salton (1927-1995)##Mark D. Smucker##Giridhar Kumaran##Ben Carterette##Anton Leuski##Ramesh Maruthi Nallapati##Xing Yi##Henry Feild##Jamie Callan##R. Manmatha##Fernando Diaz##Yiming Yang##Ron Bekkerman##Mark Sanderson##Elif Aktolga,['inform', 'retriev']
Steve Easterbrook,cs.toronto.edu,University of Toronto,Marsha Chechik##Bashar Nuseibeh##Mehrdad (Mike) Sabetzadeh##Nan Niu##Shiva Nejati##Jorge Aranda##Colin C. Venter##Birgit Penzenstadler##Ruzanna Chitchyan##Christoph Becker##Jennifer Horkoff##Susan Elliott Sim##Eric Yu##John Mylopoulos##Anthony Finkelstein##Jeff Kramer##Margaret-Anne Storey##Yijun Yu##Markus Strohmaier##Neil A. Ernst,['softwar', 'engin', 'cscw', 'formal', 'verif', 'climat', 'model']
Kyu Hyung Lee,uga.edu,University of Georgia,nan,['cyber', 'secur', 'comput', 'system', 'debug']
Eduardo Valle,dca.fee.unicamp.br,University of Campinas,Sandra Avila##Arnaldo de Albuquerque Araujo##Matthieu Cord##Ricardo da Silva Torres##Dr. Anderson Rocha (Associate Profes...##Michel Fornaciali##Otávio A. B. Penatti##Ramon Pires##Mauricio Perez##Siome Goldenstein##Jacques Wainer##Vanessa Testoni PhD##Afonso Menegola##Alceu Bissoto##Daniel Moreira##Daniel Bastos Moraes##Pedro Tabacof##Nicolas Thome##Fillipe Dias Moreira de Souza##Herbert F Jelinek,['machin', 'learn', 'comput', 'vision', 'health', 'educ']
Michail G. Lagoudakis,intelligence.tuc.gr,Technical University of Crete,Ronald Parr##Sven Koenig##Michael Littman##Pinar Keskinocak##Craig Tovey##Adam Meyerson##David Kempe##Nikolaos I. Spanoudakis##Christos Dimitrakakis##Luis Montano##Carlos Guestrin##Evangelos Markakis##Nikolaos Kofinas##Thomas H. LaBean##Alejandro R. Mosteo##Alexandros Paraschos##Ioannis Rexakis##Bill Manaris##Georgios Pierris PhD##Anthony S. Maida,['machin', 'learn', 'robot', 'artifici', 'intellig']
Richard Gruss,radford.edu,Radford University,gary marchionini,['social', 'media', 'text', 'analyt', 'comput', 'linguist']
Michel Fornaciali,einstein.br,nan,Eduardo Valle##Sandra Avila##Ramon Pires##Lin Tzy Li##Alceu Bissoto##Micael Cabrera Carvalho##Fábio Perez,['machin', 'learn', 'data', 'scienc', 'health', 'comput', 'vision', 'pattern', 'recognit']
Luis Montano,unizar.es,University of Zaragoza,Javier Minguez##Luis Montesano##Luis Riazuelo##Alejandro R. Mosteo##J.M. Martínez Montiel##Danilo Tardioli##Pablo Urcola##Juan D. Tardós##José Santos-Victor##Domenico Sicignano##Javier Civera##Michael Beetz##Mayte Lázaro##Michail G. Lagoudakis##Alejo Concha##Lars Kunze##Dorian Gálvez-López##Thierry Simeon##Rachid Alami##Ana C. Murillo,['robot', 'motion', 'plan', 'navig', 'multi', 'robot', 'system', 'exoskeleton', 'control', 'biosign']
Guanpi Lai,email.arizona.edu,nan,nan,['nan']
Dongyan Xu,purdue.edu,Purdue University,Xiangyu Zhang##Junghwan "John" Rhee##Zhiqiang Lin##Brendan D. Saltaformaggio##Ramana KOMPELLA##Ryan Riley##Zhongshu Gu##Ardalan Kangarlou##Zhui Deng##Baochun Li##Mohamed Hefeeda##Catherine Rosenberg##sebastien goasguen##Chung Hwan Kim##Eugene H. Spafford##Hui Lu##Gopal Pandurangan##Zhi Wang##Xiaohui (Helen) Gu (顾晓晖）##Nick Sumner,['comput', 'system', 'secur', 'cyber', 'physic', 'secur', 'virtual', 'technolog', 'stream', 'media', 'distribut']
Ben Hanrahan,ist.psu.edu,Penn State,nan,['human', 'comput', 'interact', 'crowdsourc', 'knowledg', 'manag', 'person', 'inform', 'manag']
